"wordrep"	"letters"	"word_accuracy"	"iksis"	"responses"	"suppression"	"subject"
"50643"	"Collies"	"s"	1	408	"s"	"TueThur"	"p8crandom.txt"
"50742"	"have"	"h"	1	544	"h"	"TueThur"	"p8crandom.txt"
"50841"	"have"	"a"	1	144	"a"	"TueThur"	"p8crandom.txt"
"50941"	"have"	"v"	1	120	"v"	"TueThur"	"p8crandom.txt"
"51041"	"have"	"e"	1	144	"e"	"TueThur"	"p8crandom.txt"
"51181"	"vbecome"	"v"	0	1952	"v"	"TueThur"	"p8crandom.txt"
"51240"	"vbecome"	"b"	0	592	"b"	"TueThur"	"p8crandom.txt"
"51339"	"vbecome"	"e"	0	104	"e"	"TueThur"	"p8crandom.txt"
"51437"	"vbecome"	"c"	0	328	"c"	"TueThur"	"p8crandom.txt"
"51536"	"vbecome"	"o"	0	648	"o"	"TueThur"	"p8crandom.txt"
"51636"	"vbecome"	"m"	0	184	"m"	"TueThur"	"p8crandom.txt"
"51735"	"vbecome"	"e"	0	143	"e"	"TueThur"	"p8crandom.txt"
"51835"	"the"	"t"	1	224	"t"	"TueThur"	"p8crandom.txt"
"51935"	"the"	"h"	1	160	"h"	"TueThur"	"p8crandom.txt"
"52032"	"the"	"e"	1	80	"e"	"TueThur"	"p8crandom.txt"
"52169"	"dog"	"d"	1	608	"d"	"TueThur"	"p8crandom.txt"
"52235"	"dog"	"o"	1	120	"o"	"TueThur"	"p8crandom.txt"
"52333"	"dog"	"g"	1	136	"g"	"TueThur"	"p8crandom.txt"
"52433"	"to"	"t"	1	336	"t"	"TueThur"	"p8crandom.txt"
"52532"	"to"	"o"	1	104	"o"	"TueThur"	"p8crandom.txt"
"52631"	"beat."	"b"	1	280	"b"	"TueThur"	"p8crandom.txt"
"52730"	"beat."	"e"	1	184	"e"	"TueThur"	"p8crandom.txt"
"52828"	"beat."	"a"	1	152	"a"	"TueThur"	"p8crandom.txt"
"52926"	"beat."	"t"	1	240	"t"	"TueThur"	"p8crandom.txt"
"53023"	"beat."	"."	1	280	"."	"TueThur"	"p8crandom.txt"
"21280"	"border"	"o"	1	135	"o"	"Normal"	"p9crandom.txt"
"31280"	"border"	"r"	1	96	"r"	"Normal"	"p9crandom.txt"
"41276"	"border"	"d"	1	248	"d"	"Normal"	"p9crandom.txt"
"5593"	"border"	"e"	1	88	"e"	"Normal"	"p9crandom.txt"
"6209"	"border"	"r"	1	224	"r"	"Normal"	"p9crandom.txt"
"7209"	"cvoollies"	"c"	0	160	"c"	"Normal"	"p9crandom.txt"
"8209"	"cvoollies"	"v"	0	8	"v"	"Normal"	"p9crandom.txt"
"9209"	"cvoollies"	"o"	0	80	"o"	"Normal"	"p9crandom.txt"
"10209"	"cvoollies"	"o"	0	1185	"o"	"Normal"	"p9crandom.txt"
"11209"	"cvoollies"	"l"	0	1136	"l"	"Normal"	"p9crandom.txt"
"12209"	"cvoollies"	"l"	0	151	"l"	"Normal"	"p9crandom.txt"
"13209"	"cvoollies"	"i"	0	184	"i"	"Normal"	"p9crandom.txt"
"14209"	"cvoollies"	"e"	0	48	"e"	"Normal"	"p9crandom.txt"
"15209"	"cvoollies"	"s"	0	176	"s"	"Normal"	"p9crandom.txt"
"16209"	"have"	"h"	1	497	"h"	"Normal"	"p9crandom.txt"
"17209"	"have"	"a"	1	79	"a"	"Normal"	"p9crandom.txt"
"18209"	"have"	"v"	1	152	"v"	"Normal"	"p9crandom.txt"
"19209"	"have"	"e"	1	80	"e"	"Normal"	"p9crandom.txt"
"20209"	"become"	"b"	1	176	"b"	"Normal"	"p9crandom.txt"
"21281"	"become"	"e"	1	80	"e"	"Normal"	"p9crandom.txt"
"22209"	"become"	"c"	1	200	"c"	"Normal"	"p9crandom.txt"
"23209"	"become"	"o"	1	97	"o"	"Normal"	"p9crandom.txt"
"24209"	"become"	"m"	1	175	"m"	"Normal"	"p9crandom.txt"
"25209"	"become"	"e"	1	96	"e"	"Normal"	"p9crandom.txt"
"26209"	"the"	"t"	1	1249	"t"	"Normal"	"p9crandom.txt"
"27209"	"the"	"h"	1	159	"h"	"Normal"	"p9crandom.txt"
"28209"	"the"	"e"	1	80	"e"	"Normal"	"p9crandom.txt"
"29209"	"chief"	"c"	1	120	"c"	"Normal"	"p9crandom.txt"
"30209"	"chief"	"h"	1	136	"h"	"Normal"	"p9crandom.txt"
"31281"	"chief"	"i"	1	159	"i"	"Normal"	"p9crandom.txt"
"32209"	"chief"	"e"	1	49	"e"	"Normal"	"p9crandom.txt"
"33209"	"chief"	"f"	1	240	"f"	"Normal"	"p9crandom.txt"
"34208"	"partifcipant"	"p"	0	600	"p"	"Normal"	"p9crandom.txt"
"35208"	"partifcipant"	"a"	0	71	"a"	"Normal"	"p9crandom.txt"
"36208"	"partifcipant"	"r"	0	208	"r"	"Normal"	"p9crandom.txt"
"37208"	"partifcipant"	"t"	0	208	"t"	"Normal"	"p9crandom.txt"
"38208"	"partifcipant"	"i"	0	136	"i"	"Normal"	"p9crandom.txt"
"39208"	"partifcipant"	"f"	0	160	"f"	"Normal"	"p9crandom.txt"
"40208"	"partifcipant"	"c"	0	1233	"c"	"Normal"	"p9crandom.txt"
"41277"	"partifcipant"	"i"	0	143	"i"	"Normal"	"p9crandom.txt"
"42208"	"partifcipant"	"p"	0	512	"p"	"Normal"	"p9crandom.txt"
"43207"	"partifcipant"	"a"	0	144	"a"	"Normal"	"p9crandom.txt"
"44207"	"partifcipant"	"n"	0	176	"n"	"Normal"	"p9crandom.txt"
"45207"	"partifcipant"	"t"	0	136	"t"	"Normal"	"p9crandom.txt"
"46207"	"in"	"i"	1	249	"i"	"Normal"	"p9crandom.txt"
"47205"	"in"	"n"	1	151	"n"	"Normal"	"p9crandom.txt"
"48202"	"the"	"t"	1	144	"t"	"Normal"	"p9crandom.txt"
"49195"	"the"	"h"	1	112	"h"	"Normal"	"p9crandom.txt"
"50191"	"the"	"e"	1	128	"e"	"Normal"	"p9crandom.txt"
"51182"	"psport"	"p"	0	256	"p"	"Normal"	"p9crandom.txt"
"52170"	"psport"	"s"	0	760	"s"	"Normal"	"p9crandom.txt"
"53146"	"psport"	"p"	0	159	"p"	"Normal"	"p9crandom.txt"
"54117"	"psport"	"o"	0	169	"o"	"Normal"	"p9crandom.txt"
"5594"	"psport"	"r"	0	112	"r"	"Normal"	"p9crandom.txt"
"5679"	"psport"	"t"	0	216	"t"	"Normal"	"p9crandom.txt"
"5775"	"of"	"o"	1	231	"o"	"Normal"	"p9crandom.txt"
"5871"	"of"	"f"	1	144	"f"	"Normal"	"p9crandom.txt"
"5970"	"agility."	"a"	1	201	"a"	"Normal"	"p9crandom.txt"
"6070"	"agility."	"g"	1	328	"g"	"Normal"	"p9crandom.txt"
"61109"	"agility."	"i"	1	144	"i"	"Normal"	"p9crandom.txt"
"6272"	"agility."	"l"	1	192	"l"	"Normal"	"p9crandom.txt"
"6370"	"agility."	"i"	1	696	"i"	"Normal"	"p9crandom.txt"
"6470"	"agility."	"t"	1	160	"t"	"Normal"	"p9crandom.txt"
"6570"	"agility."	"y"	1	96	"y"	"Normal"	"p9crandom.txt"
"6670"	"agility."	"."	1	2233	"."	"Normal"	"p9crandom.txt"
"6770"	"their"	"t"	1	184	"t"	"Normal"	"p9crandom.txt"
"6870"	"their"	"h"	1	128	"h"	"Normal"	"p9crandom.txt"
"6970"	"their"	"e"	1	104	"e"	"Normal"	"p9crandom.txt"
"7070"	"their"	"i"	1	264	"i"	"Normal"	"p9crandom.txt"
"71109"	"their"	"r"	1	128	"r"	"Normal"	"p9crandom.txt"
"7272"	"natural"	"n"	1	184	"n"	"Normal"	"p9crandom.txt"
"7370"	"natural"	"a"	1	72	"a"	"Normal"	"p9crandom.txt"
"7470"	"natural"	"t"	1	256	"t"	"Normal"	"p9crandom.txt"
"7570"	"natural"	"u"	1	120	"u"	"Normal"	"p9crandom.txt"
"7670"	"natural"	"r"	1	185	"r"	"Normal"	"p9crandom.txt"
"7770"	"natural"	"a"	1	231	"a"	"Normal"	"p9crandom.txt"
"7870"	"natural"	"l"	1	152	"l"	"Normal"	"p9crandom.txt"
"7970"	"athletism"	"a"	0	1297	"a"	"Normal"	"p9crandom.txt"
"8070"	"athletism"	"t"	0	295	"t"	"Normal"	"p9crandom.txt"
"81109"	"athletism"	"h"	0	168	"h"	"Normal"	"p9crandom.txt"
"8272"	"athletism"	"l"	0	328	"l"	"Normal"	"p9crandom.txt"
"8370"	"athletism"	"e"	0	144	"e"	"Normal"	"p9crandom.txt"
"8470"	"athletism"	"t"	0	408	"t"	"Normal"	"p9crandom.txt"
"8570"	"athletism"	"i"	0	136	"i"	"Normal"	"p9crandom.txt"
"8670"	"athletism"	"s"	0	136	"s"	"Normal"	"p9crandom.txt"
"8770"	"athletism"	"m"	0	200	"m"	"Normal"	"p9crandom.txt"
"8870"	"and"	"a"	1	176	"a"	"Normal"	"p9crandom.txt"
"8970"	"and"	"n"	1	184	"n"	"Normal"	"p9crandom.txt"
"9070"	"and"	"d"	1	88	"d"	"Normal"	"p9crandom.txt"
"91109"	"keennes"	"k"	0	216	"k"	"Normal"	"p9crandom.txt"
"9272"	"keennes"	"e"	0	80	"e"	"Normal"	"p9crandom.txt"
"9370"	"keennes"	"e"	0	216	"e"	"Normal"	"p9crandom.txt"
"9470"	"keennes"	"n"	0	880	"n"	"Normal"	"p9crandom.txt"
"9570"	"keennes"	"n"	0	217	"n"	"Normal"	"p9crandom.txt"
"9670"	"keennes"	"e"	0	95	"e"	"Normal"	"p9crandom.txt"
"9770"	"keennes"	"s"	0	232	"s"	"Normal"	"p9crandom.txt"
"9870"	"to"	"t"	1	481	"t"	"Normal"	"p9crandom.txt"
"9970"	"to"	"o"	1	143	"o"	"Normal"	"p9crandom.txt"
"10070"	"please"	"p"	1	224	"p"	"Normal"	"p9crandom.txt"
"101109"	"please"	"l"	1	152	"l"	"Normal"	"p9crandom.txt"
"10272"	"please"	"e"	1	64	"e"	"Normal"	"p9crandom.txt"
"10370"	"please"	"a"	1	177	"a"	"Normal"	"p9crandom.txt"
"10470"	"please"	"s"	1	151	"s"	"Normal"	"p9crandom.txt"
"10570"	"please"	"e"	1	272	"e"	"Normal"	"p9crandom.txt"
"10670"	"have"	"h"	1	888	"h"	"Normal"	"p9crandom.txt"
"10770"	"have"	"a"	1	111	"a"	"Normal"	"p9crandom.txt"
"10870"	"have"	"v"	1	120	"v"	"Normal"	"p9crandom.txt"
"10970"	"have"	"e"	1	112	"e"	"Normal"	"p9crandom.txt"
"11070"	"made"	"m"	1	256	"m"	"Normal"	"p9crandom.txt"
"111109"	"made"	"a"	1	127	"a"	"Normal"	"p9crandom.txt"
"11272"	"made"	"d"	1	169	"d"	"Normal"	"p9crandom.txt"
"11370"	"made"	"e"	1	152	"e"	"Normal"	"p9crandom.txt"
"11470"	"them"	"t"	1	248	"t"	"Normal"	"p9crandom.txt"
"11570"	"them"	"h"	1	176	"h"	"Normal"	"p9crandom.txt"
"11670"	"them"	"e"	1	113	"e"	"Normal"	"p9crandom.txt"
"11770"	"them"	"m"	1	311	"m"	"Normal"	"p9crandom.txt"
"11870"	"a"	"a"	1	152	"a"	"Normal"	"p9crandom.txt"
"11970"	"very"	"v"	1	520	"v"	"Normal"	"p9crandom.txt"
"12070"	"very"	"e"	1	40	"e"	"Normal"	"p9crandom.txt"
"121109"	"very"	"r"	1	224	"r"	"Normal"	"p9crandom.txt"
"12272"	"very"	"y"	1	112	"y"	"Normal"	"p9crandom.txt"
"12370"	"suitable"	"s"	1	96	"s"	"Normal"	"p9crandom.txt"
"12470"	"suitable"	"u"	1	168	"u"	"Normal"	"p9crandom.txt"
"12570"	"suitable"	"i"	1	144	"i"	"Normal"	"p9crandom.txt"
"12670"	"suitable"	"t"	1	88	"t"	"Normal"	"p9crandom.txt"
"12770"	"suitable"	"a"	1	232	"a"	"Normal"	"p9crandom.txt"
"12870"	"suitable"	"b"	1	401	"b"	"Normal"	"p9crandom.txt"
"12970"	"suitable"	"l"	1	247	"l"	"Normal"	"p9crandom.txt"
"13070"	"suitable"	"e"	1	88	"e"	"Normal"	"p9crandom.txt"
"131109"	"subject"	"s"	1	455	"s"	"Normal"	"p9crandom.txt"
"13272"	"subject"	"u"	1	272	"u"	"Normal"	"p9crandom.txt"
"13370"	"subject"	"b"	1	152	"b"	"Normal"	"p9crandom.txt"
"13470"	"subject"	"j"	1	424	"j"	"Normal"	"p9crandom.txt"
"13570"	"subject"	"e"	1	152	"e"	"Normal"	"p9crandom.txt"
"13670"	"subject"	"c"	1	265	"c"	"Normal"	"p9crandom.txt"
"13770"	"subject"	"t"	1	95	"t"	"Normal"	"p9crandom.txt"
"13870"	"for"	"f"	1	151	"f"	"Normal"	"p9crandom.txt"
"13970"	"for"	"o"	1	153	"o"	"Normal"	"p9crandom.txt"
"14070"	"for"	"r"	1	136	"r"	"Normal"	"p9crandom.txt"
"141109"	"this"	"t"	1	175	"t"	"Normal"	"p9crandom.txt"
"14272"	"this"	"h"	1	208	"h"	"Normal"	"p9crandom.txt"
"14370"	"this"	"i"	1	328	"i"	"Normal"	"p9crandom.txt"
"14470"	"this"	"s"	1	152	"s"	"Normal"	"p9crandom.txt"
"14570"	"sport"	"s"	1	176	"s"	"Normal"	"p9crandom.txt"
"14670"	"sport"	"p"	1	264	"p"	"Normal"	"p9crandom.txt"
"14770"	"sport"	"o"	1	176	"o"	"Normal"	"p9crandom.txt"
"14870"	"sport"	"r"	1	112	"r"	"Normal"	"p9crandom.txt"
"14970"	"sport"	"t"	1	200	"t"	"Normal"	"p9crandom.txt"
"15070"	","	","	0	3424	","	"Normal"	"p9crandom.txt"
"151109"	"where"	"w"	1	311	"w"	"Normal"	"p9crandom.txt"
"15272"	"where"	"h"	1	112	"h"	"Normal"	"p9crandom.txt"
"15370"	"where"	"e"	1	681	"e"	"Normal"	"p9crandom.txt"
"15470"	"where"	"r"	1	215	"r"	"Normal"	"p9crandom.txt"
"15570"	"where"	"e"	1	176	"e"	"Normal"	"p9crandom.txt"
"15670"	"the"	"t"	1	705	"t"	"Normal"	"p9crandom.txt"
"15770"	"the"	"h"	1	119	"h"	"Normal"	"p9crandom.txt"
"15870"	"the"	"e"	1	120	"e"	"Normal"	"p9crandom.txt"
"15970"	"main"	"m"	1	184	"m"	"Normal"	"p9crandom.txt"
"16070"	"main"	"a"	1	89	"a"	"Normal"	"p9crandom.txt"
"161109"	"main"	"i"	1	127	"i"	"Normal"	"p9crandom.txt"
"16272"	"main"	"n"	1	144	"n"	"Normal"	"p9crandom.txt"
"16370"	"requirements"	"r"	1	1353	"r"	"Normal"	"p9crandom.txt"
"16470"	"requirements"	"e"	1	200	"e"	"Normal"	"p9crandom.txt"
"16570"	"requirements"	"q"	1	264	"q"	"Normal"	"p9crandom.txt"
"16670"	"requirements"	"u"	1	136	"u"	"Normal"	"p9crandom.txt"
"16770"	"requirements"	"i"	1	152	"i"	"Normal"	"p9crandom.txt"
"16870"	"requirements"	"r"	1	232	"r"	"Normal"	"p9crandom.txt"
"16970"	"requirements"	"e"	1	208	"e"	"Normal"	"p9crandom.txt"
"17070"	"requirements"	"m"	1	344	"m"	"Normal"	"p9crandom.txt"
"171109"	"requirements"	"e"	1	88	"e"	"Normal"	"p9crandom.txt"
"17272"	"requirements"	"n"	1	152	"n"	"Normal"	"p9crandom.txt"
"17370"	"requirements"	"t"	1	128	"t"	"Normal"	"p9crandom.txt"
"17470"	"requirements"	"s"	1	248	"s"	"Normal"	"p9crandom.txt"
"17570"	"are"	"a"	1	1544	"a"	"Normal"	"p9crandom.txt"
"17670"	"are"	"r"	1	224	"r"	"Normal"	"p9crandom.txt"
"17770"	"are"	"e"	1	177	"e"	"Normal"	"p9crandom.txt"
"17870"	"speed"	"s"	1	120	"s"	"Normal"	"p9crandom.txt"
"17970"	"speed"	"p"	1	240	"p"	"Normal"	"p9crandom.txt"
"18070"	"speed"	"e"	1	753	"e"	"Normal"	"p9crandom.txt"
"181109"	"speed"	"e"	1	183	"e"	"Normal"	"p9crandom.txt"
"18272"	"speed"	"d"	1	176	"d"	"Normal"	"p9crandom.txt"
"18370"	"and"	"a"	1	2000	"a"	"Normal"	"p9crandom.txt"
"18470"	"and"	"n"	1	184	"n"	"Normal"	"p9crandom.txt"
"18570"	"and"	"d"	1	120	"d"	"Normal"	"p9crandom.txt"
"18670"	"the"	"t"	1	144	"t"	"Normal"	"p9crandom.txt"
"18770"	"the"	"h"	1	136	"h"	"Normal"	"p9crandom.txt"
"18870"	"the"	"e"	1	104	"e"	"Normal"	"p9crandom.txt"
"18970"	"ability"	"a"	1	400	"a"	"Normal"	"p9crandom.txt"
"19070"	"ability"	"b"	1	112	"b"	"Normal"	"p9crandom.txt"
"191109"	"ability"	"i"	1	184	"i"	"Normal"	"p9crandom.txt"
"19272"	"ability"	"l"	1	192	"l"	"Normal"	"p9crandom.txt"
"19370"	"ability"	"i"	1	168	"i"	"Normal"	"p9crandom.txt"
"19470"	"ability"	"t"	1	152	"t"	"Normal"	"p9crandom.txt"
"19570"	"ability"	"y"	1	112	"y"	"Normal"	"p9crandom.txt"
"19670"	"to"	"t"	1	1336	"t"	"Normal"	"p9crandom.txt"
"19770"	"to"	"o"	1	104	"o"	"Normal"	"p9crandom.txt"
"19870"	"clear"	"c"	1	168	"c"	"Normal"	"p9crandom.txt"
"19970"	"clear"	"l"	1	96	"l"	"Normal"	"p9crandom.txt"
"20070"	"clear"	"e"	1	120	"e"	"Normal"	"p9crandom.txt"
"201109"	"clear"	"a"	1	192	"a"	"Normal"	"p9crandom.txt"
"20272"	"clear"	"r"	1	248	"r"	"Normal"	"p9crandom.txt"
"20370"	"a"	"a"	1	128	"a"	"Normal"	"p9crandom.txt"
"20470"	"variety"	"v"	1	232	"v"	"Normal"	"p9crandom.txt"
"20570"	"variety"	"a"	1	296	"a"	"Normal"	"p9crandom.txt"
"20670"	"variety"	"r"	1	264	"r"	"Normal"	"p9crandom.txt"
"20770"	"variety"	"i"	1	128	"i"	"Normal"	"p9crandom.txt"
"20870"	"variety"	"e"	1	88	"e"	"Normal"	"p9crandom.txt"
"20970"	"variety"	"t"	1	248	"t"	"Normal"	"p9crandom.txt"
"210106"	"variety"	"y"	1	152	"y"	"Normal"	"p9crandom.txt"
"211111"	"of"	"o"	1	481	"o"	"Normal"	"p9crandom.txt"
"21282"	"of"	"f"	1	127	"f"	"Normal"	"p9crandom.txt"
"21371"	"jumps,"	"j"	1	200	"j"	"Normal"	"p9crandom.txt"
"21471"	"jumps,"	"u"	1	168	"u"	"Normal"	"p9crandom.txt"
"21570"	"jumps,"	"m"	1	184	"m"	"Normal"	"p9crandom.txt"
"21670"	"jumps,"	"p"	1	248	"p"	"Normal"	"p9crandom.txt"
"21770"	"jumps,"	"s"	1	168	"s"	"Normal"	"p9crandom.txt"
"21870"	"jumps,"	","	1	280	","	"Normal"	"p9crandom.txt"
"21970"	"weave"	"w"	1	2576	"w"	"Normal"	"p9crandom.txt"
"22070"	"weave"	"e"	1	200	"e"	"Normal"	"p9crandom.txt"
"221110"	"weave"	"a"	1	160	"a"	"Normal"	"p9crandom.txt"
"22272"	"weave"	"v"	1	248	"v"	"Normal"	"p9crandom.txt"
"22370"	"weave"	"e"	1	104	"e"	"Normal"	"p9crandom.txt"
"22470"	"through"	"t"	1	168	"t"	"Normal"	"p9crandom.txt"
"22570"	"through"	"h"	1	224	"h"	"Normal"	"p9crandom.txt"
"22670"	"through"	"r"	1	136	"r"	"Normal"	"p9crandom.txt"
"22770"	"through"	"o"	1	160	"o"	"Normal"	"p9crandom.txt"
"22870"	"through"	"u"	1	201	"u"	"Normal"	"p9crandom.txt"
"22970"	"through"	"g"	1	207	"g"	"Normal"	"p9crandom.txt"
"23070"	"through"	"h"	1	96	"h"	"Normal"	"p9crandom.txt"
"231109"	"opoles"	"o"	0	240	"o"	"Normal"	"p9crandom.txt"
"23272"	"opoles"	"p"	0	2	"p"	"Normal"	"p9crandom.txt"
"23370"	"opoles"	"o"	0	158	"o"	"Normal"	"p9crandom.txt"
"23470"	"opoles"	"l"	0	152	"l"	"Normal"	"p9crandom.txt"
"23570"	"opoles"	"e"	0	103	"e"	"Normal"	"p9crandom.txt"
"23670"	"opoles"	"s"	0	201	"s"	"Normal"	"p9crandom.txt"
"23770"	","	","	0	1511	","	"Normal"	"p9crandom.txt"
"23870"	"and"	"a"	1	104	"a"	"Normal"	"p9crandom.txt"
"23970"	"and"	"n"	1	152	"n"	"Normal"	"p9crandom.txt"
"24070"	"and"	"d"	1	73	"d"	"Normal"	"p9crandom.txt"
"241109"	"go"	"g"	1	240	"g"	"Normal"	"p9crandom.txt"
"24272"	"go"	"o"	1	112	"o"	"Normal"	"p9crandom.txt"
"24370"	"throug"	"t"	0	256	"t"	"Normal"	"p9crandom.txt"
"24470"	"throug"	"h"	0	153	"h"	"Normal"	"p9crandom.txt"
"24570"	"throug"	"r"	0	175	"r"	"Normal"	"p9crandom.txt"
"24670"	"throug"	"o"	0	120	"o"	"Normal"	"p9crandom.txt"
"24770"	"throug"	"u"	0	168	"u"	"Normal"	"p9crandom.txt"
"24870"	"throug"	"g"	0	136	"g"	"Normal"	"p9crandom.txt"
"24970"	"tunnels"	"t"	0	3696	"t"	"Normal"	"p9crandom.txt"
"25070"	"tunnels"	"u"	0	120	"u"	"Normal"	"p9crandom.txt"
"251109"	"tunnels"	"n"	0	176	"n"	"Normal"	"p9crandom.txt"
"25272"	"tunnels"	"n"	0	128	"n"	"Normal"	"p9crandom.txt"
"25370"	"tunnels"	"e"	0	96	"e"	"Normal"	"p9crandom.txt"
"25470"	"tunnels"	"l"	0	200	"l"	"Normal"	"p9crandom.txt"
"25570"	"tunnels"	"s"	0	152	"s"	"Normal"	"p9crandom.txt"
"25670"	"."	"."	0	3808	"."	"Normal"	"p9crandom.txt"
"25770"	"ifg"	"i"	0	904	"i"	"Normal"	"p9crandom.txt"
"25870"	"ifg"	"f"	0	144	"f"	"Normal"	"p9crandom.txt"
"25970"	"ifg"	"g"	0	32	"g"	"Normal"	"p9crandom.txt"
"26070"	"the"	"t"	1	160	"t"	"Normal"	"p9crandom.txt"
"261109"	"the"	"h"	1	120	"h"	"Normal"	"p9crandom.txt"
"26272"	"the"	"e"	1	104	"e"	"Normal"	"p9crandom.txt"
"26370"	"border"	"b"	1	216	"b"	"Normal"	"p9crandom.txt"
"26470"	"border"	"o"	1	200	"o"	"Normal"	"p9crandom.txt"
"26570"	"border"	"r"	1	88	"r"	"Normal"	"p9crandom.txt"
"26670"	"border"	"d"	1	216	"d"	"Normal"	"p9crandom.txt"
"26770"	"border"	"e"	1	88	"e"	"Normal"	"p9crandom.txt"
"26870"	"border"	"r"	1	232	"r"	"Normal"	"p9crandom.txt"
"26970"	"vollie"	"v"	0	2297	"v"	"Normal"	"p9crandom.txt"
"27070"	"vollie"	"o"	0	175	"o"	"Normal"	"p9crandom.txt"
"271109"	"vollie"	"l"	0	176	"l"	"Normal"	"p9crandom.txt"
"27272"	"vollie"	"l"	0	144	"l"	"Normal"	"p9crandom.txt"
"27370"	"vollie"	"i"	0	152	"i"	"Normal"	"p9crandom.txt"
"27470"	"vollie"	"e"	0	88	"e"	"Normal"	"p9crandom.txt"
"27570"	"has"	"h"	1	2216	"h"	"Normal"	"p9crandom.txt"
"27670"	"has"	"a"	1	71	"a"	"Normal"	"p9crandom.txt"
"27770"	"has"	"s"	1	96	"s"	"Normal"	"p9crandom.txt"
"27870"	"a"	"a"	1	72	"a"	"Normal"	"p9crandom.txt"
"27970"	"fault"	"f"	1	144	"f"	"Normal"	"p9crandom.txt"
"28070"	"fault"	"a"	1	161	"a"	"Normal"	"p9crandom.txt"
"281109"	"fault"	"u"	1	175	"u"	"Normal"	"p9crandom.txt"
"28272"	"fault"	"l"	1	208	"l"	"Normal"	"p9crandom.txt"
"28370"	"fault"	"t"	1	120	"t"	"Normal"	"p9crandom.txt"
"28470"	"in"	"i"	1	168	"i"	"Normal"	"p9crandom.txt"
"28570"	"in"	"n"	1	136	"n"	"Normal"	"p9crandom.txt"
"28670"	"this"	"t"	1	128	"t"	"Normal"	"p9crandom.txt"
"28770"	"this"	"h"	1	104	"h"	"Normal"	"p9crandom.txt"
"28870"	"this"	"i"	1	176	"i"	"Normal"	"p9crandom.txt"
"28970"	"this"	"s"	1	128	"s"	"Normal"	"p9crandom.txt"
"29070"	"sport"	"s"	1	232	"s"	"Normal"	"p9crandom.txt"
"291109"	"sport"	"p"	1	144	"p"	"Normal"	"p9crandom.txt"
"29272"	"sport"	"o"	1	168	"o"	"Normal"	"p9crandom.txt"
"29370"	"sport"	"r"	1	104	"r"	"Normal"	"p9crandom.txt"
"29470"	"sport"	"t"	1	224	"t"	"Normal"	"p9crandom.txt"
"29570"	","	","	0	4873	","	"Normal"	"p9crandom.txt"
"29670"	"it"	"i"	1	4184	"i"	"Normal"	"p9crandom.txt"
"29770"	"it"	"t"	1	96	"t"	"Normal"	"p9crandom.txt"
"29870"	"is"	"i"	1	184	"i"	"Normal"	"p9crandom.txt"
"29970"	"is"	"s"	1	104	"s"	"Normal"	"p9crandom.txt"
"30070"	"that"	"t"	1	272	"t"	"Normal"	"p9crandom.txt"
"301109"	"that"	"h"	1	160	"h"	"Normal"	"p9crandom.txt"
"30272"	"that"	"a"	1	113	"a"	"Normal"	"p9crandom.txt"
"30370"	"that"	"t"	1	103	"t"	"Normal"	"p9crandom.txt"
"30470"	"inct"	"i"	0	192	"i"	"Normal"	"p9crandom.txt"
"30570"	"inct"	"n"	0	128	"n"	"Normal"	"p9crandom.txt"
"30670"	"inct"	"c"	0	1009	"c"	"Normal"	"p9crandom.txt"
"30770"	"inct"	"t"	0	900	"t"	"Normal"	"p9crandom.txt"
"30870"	"can"	"c"	1	873	"c"	"Normal"	"p9crandom.txt"
"30970"	"can"	"a"	1	103	"a"	"Normal"	"p9crandom.txt"
"310106"	"can"	"n"	1	120	"n"	"Normal"	"p9crandom.txt"
"311111"	"be"	"b"	1	168	"b"	"Normal"	"p9crandom.txt"
"31282"	"be"	"e"	1	104	"e"	"Normal"	"p9crandom.txt"
"31371"	"faster"	"f"	1	312	"f"	"Normal"	"p9crandom.txt"
"31471"	"faster"	"a"	1	152	"a"	"Normal"	"p9crandom.txt"
"31570"	"faster"	"s"	1	176	"s"	"Normal"	"p9crandom.txt"
"31670"	"faster"	"t"	1	105	"t"	"Normal"	"p9crandom.txt"
"31770"	"faster"	"e"	1	151	"e"	"Normal"	"p9crandom.txt"
"31870"	"faster"	"r"	1	208	"r"	"Normal"	"p9crandom.txt"
"31970"	"than"	"t"	1	1793	"t"	"Normal"	"p9crandom.txt"
"32070"	"than"	"h"	1	143	"h"	"Normal"	"p9crandom.txt"
"321110"	"than"	"a"	1	96	"a"	"Normal"	"p9crandom.txt"
"32272"	"than"	"n"	1	112	"n"	"Normal"	"p9crandom.txt"
"32370"	"the"	"t"	1	120	"t"	"Normal"	"p9crandom.txt"
"32470"	"the"	"h"	1	120	"h"	"Normal"	"p9crandom.txt"
"32570"	"the"	"e"	1	72	"e"	"Normal"	"p9crandom.txt"
"32670"	"handler,"	"h"	1	408	"h"	"Normal"	"p9crandom.txt"
"32770"	"handler,"	"a"	1	136	"a"	"Normal"	"p9crandom.txt"
"32870"	"handler,"	"n"	1	88	"n"	"Normal"	"p9crandom.txt"
"32970"	"handler,"	"d"	1	193	"d"	"Normal"	"p9crandom.txt"
"33070"	"handler,"	"l"	1	191	"l"	"Normal"	"p9crandom.txt"
"331109"	"handler,"	"e"	1	127	"e"	"Normal"	"p9crandom.txt"
"33272"	"handler,"	"r"	1	257	"r"	"Normal"	"p9crandom.txt"
"33370"	"handler,"	","	1	2497	","	"Normal"	"p9crandom.txt"
