"wordrep"	"letters"	"word_accuracy"	"iksis"	"responses"	"suppression"	"subject"
"24120"	"handlers"	"s"	1	160	"s"	"Count"	"p13crandom.txt"
"24218"	"in"	"i"	1	232	"i"	"Count"	"p13crandom.txt"
"24316"	"in"	"n"	1	104	"n"	"Count"	"p13crandom.txt"
"24416"	"order"	"o"	1	528	"o"	"Count"	"p13crandom.txt"
"24516"	"order"	"r"	1	168	"r"	"Count"	"p13crandom.txt"
"24616"	"order"	"d"	1	240	"d"	"Count"	"p13crandom.txt"
"24716"	"order"	"e"	1	136	"e"	"Count"	"p13crandom.txt"
"24816"	"order"	"r"	1	120	"r"	"Count"	"p13crandom.txt"
"24916"	"to"	"t"	1	151	"t"	"Count"	"p13crandom.txt"
"25016"	"to"	"o"	1	144	"o"	"Count"	"p13crandom.txt"
"25120"	"cover"	"c"	1	377	"c"	"Count"	"p13crandom.txt"
"25218"	"cover"	"o"	1	167	"o"	"Count"	"p13crandom.txt"
"25316"	"cover"	"v"	1	136	"v"	"Count"	"p13crandom.txt"
"25416"	"cover"	"e"	1	160	"e"	"Count"	"p13crandom.txt"
"25516"	"cover"	"r"	1	144	"r"	"Count"	"p13crandom.txt"
"25616"	"the"	"t"	1	79	"t"	"Count"	"p13crandom.txt"
"25716"	"the"	"h"	1	80	"h"	"Count"	"p13crandom.txt"
"25816"	"the"	"e"	1	96	"e"	"Count"	"p13crandom.txt"
"25916"	"maximum"	"m"	1	224	"m"	"Count"	"p13crandom.txt"
"26016"	"maximum"	"a"	1	128	"a"	"Count"	"p13crandom.txt"
"26120"	"maximum"	"x"	1	856	"x"	"Count"	"p13crandom.txt"
"26218"	"maximum"	"i"	1	192	"i"	"Count"	"p13crandom.txt"
"26316"	"maximum"	"m"	1	192	"m"	"Count"	"p13crandom.txt"
"26416"	"maximum"	"u"	1	200	"u"	"Count"	"p13crandom.txt"
"26516"	"maximum"	"m"	1	3937	"m"	"Count"	"p13crandom.txt"
"26616"	"amount"	"a"	1	479	"a"	"Count"	"p13crandom.txt"
"26716"	"amount"	"m"	1	144	"m"	"Count"	"p13crandom.txt"
"26816"	"amount"	"o"	1	160	"o"	"Count"	"p13crandom.txt"
"26916"	"amount"	"u"	1	248	"u"	"Count"	"p13crandom.txt"
"27016"	"amount"	"n"	1	128	"n"	"Count"	"p13crandom.txt"
"27120"	"amount"	"t"	1	256	"t"	"Count"	"p13crandom.txt"
"27218"	"of"	"o"	1	6600	"o"	"Count"	"p13crandom.txt"
"27316"	"of"	"f"	1	215	"f"	"Count"	"p13crandom.txt"
"27416"	"ground"	"g"	1	399	"g"	"Count"	"p13crandom.txt"
"27516"	"ground"	"r"	1	112	"r"	"Count"	"p13crandom.txt"
"27616"	"ground"	"o"	1	176	"o"	"Count"	"p13crandom.txt"
"27716"	"ground"	"u"	1	136	"u"	"Count"	"p13crandom.txt"
"27816"	"ground"	"n"	1	681	"n"	"Count"	"p13crandom.txt"
"27916"	"ground"	"d"	1	463	"d"	"Count"	"p13crandom.txt"
"28016"	"so"	"s"	1	312	"s"	"Count"	"p13crandom.txt"
"28120"	"so"	"o"	1	176	"o"	"Count"	"p13crandom.txt"
"28218"	"that"	"t"	1	184	"t"	"Count"	"p13crandom.txt"
"28316"	"that"	"h"	1	232	"h"	"Count"	"p13crandom.txt"
"28416"	"that"	"a"	1	232	"a"	"Count"	"p13crandom.txt"
"28516"	"that"	"t"	1	168	"t"	"Count"	"p13crandom.txt"
"28616"	"all"	"a"	1	1049	"a"	"Count"	"p13crandom.txt"
"28716"	"all"	"l"	1	1128	"l"	"Count"	"p13crandom.txt"
"28816"	"all"	"l"	1	159	"l"	"Count"	"p13crandom.txt"
"28916"	"dogsmust"	"d"	0	3521	"d"	"Count"	"p13crandom.txt"
"29016"	"dogsmust"	"o"	0	135	"o"	"Count"	"p13crandom.txt"
"29120"	"dogsmust"	"g"	0	216	"g"	"Count"	"p13crandom.txt"
"29218"	"dogsmust"	"s"	0	128	"s"	"Count"	"p13crandom.txt"
"29316"	"dogsmust"	"m"	0	4521	"m"	"Count"	"p13crandom.txt"
"29416"	"dogsmust"	"u"	0	191	"u"	"Count"	"p13crandom.txt"
"29516"	"dogsmust"	"s"	0	144	"s"	"Count"	"p13crandom.txt"
"29616"	"dogsmust"	"t"	0	168	"t"	"Count"	"p13crandom.txt"
"29716"	"be"	"b"	1	2361	"b"	"Count"	"p13crandom.txt"
"29816"	"be"	"e"	1	103	"e"	"Count"	"p13crandom.txt"
"29916"	"treated"	"t"	0	216	"t"	"Count"	"p13crandom.txt"
"30016"	"treated"	"r"	0	120	"r"	"Count"	"p13crandom.txt"
"30120"	"treated"	"e"	0	281	"e"	"Count"	"p13crandom.txt"
"30218"	"treated"	"a"	0	103	"a"	"Count"	"p13crandom.txt"
"30316"	"treated"	"t"	0	176	"t"	"Count"	"p13crandom.txt"
"30416"	"treated"	"e"	0	152	"e"	"Count"	"p13crandom.txt"
"30516"	"treated"	"d"	0	184	"d"	"Count"	"p13crandom.txt"
"30616"	"for"	"f"	1	263	"f"	"Count"	"p13crandom.txt"
"30716"	"for"	"o"	1	120	"o"	"Count"	"p13crandom.txt"
"30816"	"for"	"r"	1	96	"r"	"Count"	"p13crandom.txt"
"30916"	"thir"	"t"	0	136	"t"	"Count"	"p13crandom.txt"
"31020"	"thir"	"h"	0	96	"h"	"Count"	"p13crandom.txt"
"31120"	"thir"	"i"	0	785	"i"	"Count"	"p13crandom.txt"
"31219"	"thir"	"r"	0	503	"r"	"Count"	"p13crandom.txt"
"31317"	"trusthworthies"	"t"	0	433	"t"	"Count"	"p13crandom.txt"
"31417"	"trusthworthies"	"r"	0	191	"r"	"Count"	"p13crandom.txt"
"31516"	"trusthworthies"	"u"	0	216	"u"	"Count"	"p13crandom.txt"
"31616"	"trusthworthies"	"s"	0	184	"s"	"Count"	"p13crandom.txt"
"31716"	"trusthworthies"	"t"	0	313	"t"	"Count"	"p13crandom.txt"
"31816"	"trusthworthies"	"h"	0	671	"h"	"Count"	"p13crandom.txt"
"31916"	"trusthworthies"	"w"	0	409	"w"	"Count"	"p13crandom.txt"
"32016"	"trusthworthies"	"o"	0	167	"o"	"Count"	"p13crandom.txt"
"32120"	"trusthworthies"	"r"	0	264	"r"	"Count"	"p13crandom.txt"
"32218"	"trusthworthies"	"t"	0	216	"t"	"Count"	"p13crandom.txt"
"32316"	"trusthworthies"	"h"	0	80	"h"	"Count"	"p13crandom.txt"
"32416"	"trusthworthies"	"i"	0	177	"i"	"Count"	"p13crandom.txt"
"32516"	"trusthworthies"	"e"	0	127	"e"	"Count"	"p13crandom.txt"
"32616"	"trusthworthies"	"s"	0	160	"s"	"Count"	"p13crandom.txt"
"32716"	"with"	"w"	1	1199	"w"	"Count"	"p13crandom.txt"
"32816"	"with"	"i"	1	112	"i"	"Count"	"p13crandom.txt"
"32916"	"with"	"t"	1	120	"t"	"Count"	"p13crandom.txt"
"33016"	"with"	"h"	1	104	"h"	"Count"	"p13crandom.txt"
"33120"	"sheep"	"s"	1	128	"s"	"Count"	"p13crandom.txt"
"33218"	"sheep"	"h"	1	88	"h"	"Count"	"p13crandom.txt"
"33316"	"sheep"	"e"	1	136	"e"	"Count"	"p13crandom.txt"
"33416"	"sheep"	"e"	1	176	"e"	"Count"	"p13crandom.txt"
"33516"	"sheep"	"p"	1	112	"p"	"Count"	"p13crandom.txt"
"33616"	"before"	"b"	1	167	"b"	"Count"	"p13crandom.txt"
"33716"	"before"	"e"	1	80	"e"	"Count"	"p13crandom.txt"
"33816"	"before"	"f"	1	224	"f"	"Count"	"p13crandom.txt"
"33916"	"before"	"o"	1	177	"o"	"Count"	"p13crandom.txt"
"34016"	"before"	"r"	1	111	"r"	"Count"	"p13crandom.txt"
"34120"	"before"	"e"	1	96	"e"	"Count"	"p13crandom.txt"
"34218"	"training"	"t"	1	727	"t"	"Count"	"p13crandom.txt"
"34316"	"training"	"r"	1	89	"r"	"Count"	"p13crandom.txt"
"34416"	"training"	"a"	1	127	"a"	"Count"	"p13crandom.txt"
"34516"	"training"	"i"	1	160	"i"	"Count"	"p13crandom.txt"
"34616"	"training"	"n"	1	192	"n"	"Count"	"p13crandom.txt"
"34716"	"training"	"i"	1	152	"i"	"Count"	"p13crandom.txt"
"34816"	"training"	"n"	1	80	"n"	"Count"	"p13crandom.txt"
"34916"	"training"	"g"	1	537	"g"	"Count"	"p13crandom.txt"
"35016"	"starts."	"s"	1	481	"s"	"Count"	"p13crandom.txt"
"35120"	"starts."	"t"	1	471	"t"	"Count"	"p13crandom.txt"
"35218"	"starts."	"a"	1	176	"a"	"Count"	"p13crandom.txt"
"35316"	"starts."	"r"	1	144	"r"	"Count"	"p13crandom.txt"
"35416"	"starts."	"t"	1	105	"t"	"Count"	"p13crandom.txt"
"35516"	"starts."	"s"	1	279	"s"	"Count"	"p13crandom.txt"
"35616"	"starts."	"."	1	2496	"."	"Count"	"p13crandom.txt"
"35716"	"it"	"i"	1	441	"i"	"Count"	"p13crandom.txt"
"35816"	"it"	"t"	1	103	"t"	"Count"	"p13crandom.txt"
"35916"	"does"	"d"	1	503	"d"	"Count"	"p13crandom.txt"
"36016"	"does"	"o"	1	184	"o"	"Count"	"p13crandom.txt"
"36120"	"does"	"e"	1	144	"e"	"Count"	"p13crandom.txt"
"36218"	"does"	"s"	1	96	"s"	"Count"	"p13crandom.txt"
"36316"	"show"	"s"	1	136	"s"	"Count"	"p13crandom.txt"
"36416"	"show"	"h"	1	112	"h"	"Count"	"p13crandom.txt"
"36516"	"show"	"o"	1	184	"o"	"Count"	"p13crandom.txt"
"36616"	"show"	"w"	1	425	"w"	"Count"	"p13crandom.txt"
"36716"	"what"	"w"	1	313	"w"	"Count"	"p13crandom.txt"
"36816"	"what"	"h"	1	135	"h"	"Count"	"p13crandom.txt"
"36916"	"what"	"a"	1	104	"a"	"Count"	"p13crandom.txt"
"37016"	"what"	"t"	1	192	"t"	"Count"	"p13crandom.txt"
"37120"	"an"	"a"	1	311	"a"	"Count"	"p13crandom.txt"
"37218"	"an"	"n"	1	160	"n"	"Count"	"p13crandom.txt"
"37316"	"adaptable"	"a"	1	104	"a"	"Count"	"p13crandom.txt"
"37416"	"adaptable"	"d"	1	289	"d"	"Count"	"p13crandom.txt"
"37516"	"adaptable"	"a"	1	103	"a"	"Count"	"p13crandom.txt"
"37616"	"adaptable"	"p"	1	184	"p"	"Count"	"p13crandom.txt"
"37716"	"adaptable"	"t"	1	272	"t"	"Count"	"p13crandom.txt"
"37816"	"adaptable"	"a"	1	160	"a"	"Count"	"p13crandom.txt"
"37916"	"adaptable"	"b"	1	152	"b"	"Count"	"p13crandom.txt"
"38016"	"adaptable"	"l"	1	224	"l"	"Count"	"p13crandom.txt"
"38120"	"adaptable"	"e"	1	144	"e"	"Count"	"p13crandom.txt"
"38218"	"breed"	"b"	1	183	"b"	"Count"	"p13crandom.txt"
"38316"	"breed"	"r"	1	136	"r"	"Count"	"p13crandom.txt"
"38416"	"breed"	"e"	1	120	"e"	"Count"	"p13crandom.txt"
"38516"	"breed"	"e"	1	232	"e"	"Count"	"p13crandom.txt"
"38616"	"breed"	"d"	1	168	"d"	"Count"	"p13crandom.txt"
"38716"	"that"	"t"	1	160	"t"	"Count"	"p13crandom.txt"
"38816"	"that"	"h"	1	176	"h"	"Count"	"p13crandom.txt"
"38916"	"that"	"a"	1	120	"a"	"Count"	"p13crandom.txt"
"39016"	"that"	"t"	1	121	"t"	"Count"	"p13crandom.txt"
"39120"	"Breader"	"B"	0	760	"B"	"Count"	"p13crandom.txt"
"39218"	"Breader"	"r"	0	248	"r"	"Count"	"p13crandom.txt"
"39316"	"Breader"	"e"	0	104	"e"	"Count"	"p13crandom.txt"
"39416"	"Breader"	"a"	0	80	"a"	"Count"	"p13crandom.txt"
"39516"	"Breader"	"d"	0	1681	"d"	"Count"	"p13crandom.txt"
"39616"	"Breader"	"e"	0	111	"e"	"Count"	"p13crandom.txt"
"39716"	"Breader"	"r"	0	120	"r"	"Count"	"p13crandom.txt"
"39816"	"the"	"t"	1	856	"t"	"Count"	"p13crandom.txt"
"39916"	"the"	"h"	1	168	"h"	"Count"	"p13crandom.txt"
"40016"	"the"	"e"	1	112	"e"	"Count"	"p13crandom.txt"
"40120"	"Border"	"B"	1	825	"B"	"Count"	"p13crandom.txt"
"40218"	"Border"	"o"	1	135	"o"	"Count"	"p13crandom.txt"
"40316"	"Border"	"r"	1	224	"r"	"Count"	"p13crandom.txt"
"40416"	"Border"	"d"	1	216	"d"	"Count"	"p13crandom.txt"
"40516"	"Border"	"e"	1	200	"e"	"Count"	"p13crandom.txt"
"40616"	"Border"	"r"	1	56	"r"	"Count"	"p13crandom.txt"
"40716"	"Collies"	"C"	1	320	"C"	"Count"	"p13crandom.txt"
"40816"	"Collies"	"o"	1	120	"o"	"Count"	"p13crandom.txt"
"40916"	"Collies"	"l"	1	176	"l"	"Count"	"p13crandom.txt"
"41020"	"Collies"	"l"	1	120	"l"	"Count"	"p13crandom.txt"
"41120"	"Collies"	"i"	1	144	"i"	"Count"	"p13crandom.txt"
"41219"	"Collies"	"e"	1	112	"e"	"Count"	"p13crandom.txt"
"41317"	"Collies"	"s"	1	112	"s"	"Count"	"p13crandom.txt"
"41417"	"in"	"i"	1	1096	"i"	"Count"	"p13crandom.txt"
"41516"	"in"	"n"	1	528	"n"	"Count"	"p13crandom.txt"
"41616"	"is"	"i"	1	3832	"i"	"Count"	"p13crandom.txt"
"41716"	"is"	"s"	1	144	"s"	"Count"	"p13crandom.txt"
"41816"	"that"	"t"	1	160	"t"	"Count"	"p13crandom.txt"
"41916"	"that"	"h"	1	224	"h"	"Count"	"p13crandom.txt"
"42016"	"that"	"a"	1	96	"a"	"Count"	"p13crandom.txt"
"42120"	"that"	"t"	1	216	"t"	"Count"	"p13crandom.txt"
"42218"	"in"	"i"	1	136	"i"	"Count"	"p13crandom.txt"
"42316"	"in"	"n"	1	192	"n"	"Count"	"p13crandom.txt"
"42416"	"ca"	"c"	0	2016	"c"	"Count"	"p13crandom.txt"
"42516"	"ca"	"a"	0	128	"a"	"Count"	"p13crandom.txt"
"42616"	"be"	"b"	1	208	"b"	"Count"	"p13crandom.txt"
"42716"	"be"	"e"	1	128	"e"	"Count"	"p13crandom.txt"
"42816"	"taught"	"t"	1	672	"t"	"Count"	"p13crandom.txt"
"42916"	"taught"	"a"	1	112	"a"	"Count"	"p13crandom.txt"
"43016"	"taught"	"u"	1	192	"u"	"Count"	"p13crandom.txt"
"43120"	"taught"	"g"	1	120	"g"	"Count"	"p13crandom.txt"
"43218"	"taught"	"h"	1	112	"h"	"Count"	"p13crandom.txt"
"43316"	"taught"	"t"	1	104	"t"	"Count"	"p13crandom.txt"
"43416"	"toignore"	"t"	0	1192	"t"	"Count"	"p13crandom.txt"
"43516"	"toignore"	"o"	0	464	"o"	"Count"	"p13crandom.txt"
"43616"	"toignore"	"i"	0	4032	"i"	"Count"	"p13crandom.txt"
"43716"	"toignore"	"g"	0	216	"g"	"Count"	"p13crandom.txt"
"43816"	"toignore"	"n"	0	200	"n"	"Count"	"p13crandom.txt"
"43916"	"toignore"	"o"	0	128	"o"	"Count"	"p13crandom.txt"
"44016"	"toignore"	"r"	0	120	"r"	"Count"	"p13crandom.txt"
"44120"	"toignore"	"e"	0	88	"e"	"Count"	"p13crandom.txt"
"44218"	"an"	"a"	1	456	"a"	"Count"	"p13crandom.txt"
"44316"	"an"	"n"	1	160	"n"	"Count"	"p13crandom.txt"
"44416"	"animal"	"a"	1	208	"a"	"Count"	"p13crandom.txt"
"44516"	"animal"	"n"	1	160	"n"	"Count"	"p13crandom.txt"
"44616"	"animal"	"i"	1	120	"i"	"Count"	"p13crandom.txt"
"44716"	"animal"	"m"	1	176	"m"	"Count"	"p13crandom.txt"
"44816"	"animal"	"a"	1	176	"a"	"Count"	"p13crandom.txt"
"44916"	"animal"	"l"	1	352	"l"	"Count"	"p13crandom.txt"
"45016"	"an"	"a"	1	279	"a"	"Count"	"p13crandom.txt"
"45120"	"an"	"n"	1	152	"n"	"Count"	"p13crandom.txt"
"45218"	"animal"	"a"	1	4489	"a"	"Count"	"p13crandom.txt"
"45316"	"animal"	"n"	1	223	"n"	"Count"	"p13crandom.txt"
"45416"	"animal"	"i"	1	112	"i"	"Count"	"p13crandom.txt"
"45516"	"animal"	"m"	1	4809	"m"	"Count"	"p13crandom.txt"
"45616"	"animal"	"a"	1	95	"a"	"Count"	"p13crandom.txt"
"45716"	"animal"	"l"	1	120	"l"	"Count"	"p13crandom.txt"
"45816"	"that"	"t"	1	1521	"t"	"Count"	"p13crandom.txt"
"45916"	"that"	"h"	1	135	"h"	"Count"	"p13crandom.txt"
"46016"	"that"	"a"	1	88	"a"	"Count"	"p13crandom.txt"
"46120"	"that"	"t"	1	208	"t"	"Count"	"p13crandom.txt"
"46218"	"it"	"i"	1	3210	"i"	"Count"	"p13crandom.txt"
"46316"	"it"	"t"	1	142	"t"	"Count"	"p13crandom.txt"
"46416"	"has"	"h"	1	3752	"h"	"Count"	"p13crandom.txt"
"46515"	"has"	"a"	1	104	"a"	"Count"	"p13crandom.txt"
"46615"	"has"	"s"	1	145	"s"	"Count"	"p13crandom.txt"
"46715"	"breed"	"b"	1	152	"b"	"Count"	"p13crandom.txt"
"46814"	"breed"	"r"	1	328	"r"	"Count"	"p13crandom.txt"
"46914"	"breed"	"e"	1	120	"e"	"Count"	"p13crandom.txt"
"47014"	"breed"	"e"	1	225	"e"	"Count"	"p13crandom.txt"
"47118"	"breed"	"d"	1	1696	"d"	"Count"	"p13crandom.txt"
"47216"	"to"	"t"	1	440	"t"	"Count"	"p13crandom.txt"
"47315"	"to"	"o"	1	144	"o"	"Count"	"p13crandom.txt"
"47414"	"herd."	"h"	1	264	"h"	"Count"	"p13crandom.txt"
"47514"	"herd."	"e"	1	105	"e"	"Count"	"p13crandom.txt"
"47613"	"herd."	"r"	1	327	"r"	"Count"	"p13crandom.txt"
"47713"	"herd."	"d"	1	256	"d"	"Count"	"p13crandom.txt"
"47813"	"herd."	"."	1	1160	"."	"Count"	"p13crandom.txt"
"47913"	"Border"	"B"	1	928	"B"	"Count"	"p13crandom.txt"
"48013"	"Border"	"o"	1	232	"o"	"Count"	"p13crandom.txt"
"48117"	"Border"	"r"	1	192	"r"	"Count"	"p13crandom.txt"
"48215"	"Border"	"d"	1	288	"d"	"Count"	"p13crandom.txt"
"48313"	"Border"	"e"	1	120	"e"	"Count"	"p13crandom.txt"
"48413"	"Border"	"r"	1	120	"r"	"Count"	"p13crandom.txt"
"48512"	"Collied"	"C"	0	273	"C"	"Count"	"p13crandom.txt"
"48610"	"Collied"	"o"	0	159	"o"	"Count"	"p13crandom.txt"
"48710"	"Collied"	"l"	0	168	"l"	"Count"	"p13crandom.txt"
"48810"	"Collied"	"l"	0	128	"l"	"Count"	"p13crandom.txt"
"48910"	"Collied"	"i"	0	136	"i"	"Count"	"p13crandom.txt"
"49010"	"Collied"	"e"	0	88	"e"	"Count"	"p13crandom.txt"
"49115"	"Collied"	"d"	0	289	"d"	"Count"	"p13crandom.txt"
"49213"	"are"	"a"	1	496	"a"	"Count"	"p13crandom.txt"
"49312"	"are"	"r"	1	128	"r"	"Count"	"p13crandom.txt"
"49410"	"are"	"e"	1	80	"e"	"Count"	"p13crandom.txt"
"49510"	"becoming"	"b"	1	1800	"b"	"Count"	"p13crandom.txt"
"49610"	"becoming"	"e"	1	48	"e"	"Count"	"p13crandom.txt"
"49710"	"becoming"	"c"	1	272	"c"	"Count"	"p13crandom.txt"
"49810"	"becoming"	"o"	1	176	"o"	"Count"	"p13crandom.txt"
"49910"	"becoming"	"m"	1	96	"m"	"Count"	"p13crandom.txt"
"50010"	"becoming"	"i"	1	352	"i"	"Count"	"p13crandom.txt"
"50115"	"becoming"	"n"	1	96	"n"	"Count"	"p13crandom.txt"
"50213"	"becoming"	"g"	1	160	"g"	"Count"	"p13crandom.txt"
"50312"	"more"	"m"	1	3001	"m"	"Count"	"p13crandom.txt"
"50410"	"more"	"o"	1	159	"o"	"Count"	"p13crandom.txt"
"50510"	"more"	"r"	1	128	"r"	"Count"	"p13crandom.txt"
"50610"	"more"	"e"	1	56	"e"	"Count"	"p13crandom.txt"
"50710"	"and"	"a"	1	137	"a"	"Count"	"p13crandom.txt"
"50810"	"and"	"n"	1	71	"n"	"Count"	"p13crandom.txt"
"50910"	"and"	"d"	1	120	"d"	"Count"	"p13crandom.txt"
"51011"	"more"	"m"	1	128	"m"	"Count"	"p13crandom.txt"
"51114"	"more"	"o"	1	144	"o"	"Count"	"p13crandom.txt"
"51211"	"more"	"r"	1	144	"r"	"Count"	"p13crandom.txt"
"51310"	"more"	"e"	1	88	"e"	"Count"	"p13crandom.txt"
"51410"	"popular"	"p"	1	255	"p"	"Count"	"p13crandom.txt"
"5158"	"popular"	"o"	1	177	"o"	"Count"	"p13crandom.txt"
"5168"	"popular"	"p"	1	207	"p"	"Count"	"p13crandom.txt"
"5177"	"popular"	"u"	1	1217	"u"	"Count"	"p13crandom.txt"
"5187"	"popular"	"l"	1	263	"l"	"Count"	"p13crandom.txt"
"5197"	"popular"	"a"	1	128	"a"	"Count"	"p13crandom.txt"
"5207"	"popular"	"r"	1	225	"r"	"Count"	"p13crandom.txt"
"52114"	"for"	"f"	1	1241	"f"	"Count"	"p13crandom.txt"
"52211"	"for"	"o"	1	135	"o"	"Count"	"p13crandom.txt"
"5239"	"for"	"r"	1	120	"r"	"Count"	"p13crandom.txt"
"5247"	"this"	"t"	1	185	"t"	"Count"	"p13crandom.txt"
"5257"	"this"	"h"	1	135	"h"	"Count"	"p13crandom.txt"
"5267"	"this"	"i"	1	200	"i"	"Count"	"p13crandom.txt"
"5276"	"this"	"s"	1	160	"s"	"Count"	"p13crandom.txt"
"5285"	"purpiose"	"p"	0	224	"p"	"Count"	"p13crandom.txt"
"5294"	"purpiose"	"u"	0	328	"u"	"Count"	"p13crandom.txt"
"5304"	"purpiose"	"r"	0	400	"r"	"Count"	"p13crandom.txt"
"53112"	"purpiose"	"p"	0	224	"p"	"Count"	"p13crandom.txt"
"5327"	"purpiose"	"i"	0	209	"i"	"Count"	"p13crandom.txt"
"5333"	"purpiose"	"o"	0	2048	"o"	"Count"	"p13crandom.txt"
"5343"	"purpiose"	"s"	0	151	"s"	"Count"	"p13crandom.txt"
"5351"	"purpiose"	"e"	0	88	"e"	"Count"	"p13crandom.txt"
"5361"	"."	"."	0	1657	"."	"Count"	"p13crandom.txt"
"2500"	"dogs"	"o"	1	824	"o"	"RandLetter"	"p13crandom.txt"
"3500"	"dogs"	"g"	1	151	"g"	"RandLetter"	"p13crandom.txt"
"4500"	"dogs"	"s"	1	288	"s"	"RandLetter"	"p13crandom.txt"
"5150"	"have"	"h"	1	464	"h"	"RandLetter"	"p13crandom.txt"
"6101"	"have"	"a"	1	64	"a"	"RandLetter"	"p13crandom.txt"
"7101"	"have"	"v"	1	233	"v"	"RandLetter"	"p13crandom.txt"
"8101"	"have"	"e"	1	87	"e"	"RandLetter"	"p13crandom.txt"
"9101"	"been"	"b"	1	184	"b"	"RandLetter"	"p13crandom.txt"
"10101"	"been"	"e"	1	200	"e"	"RandLetter"	"p13crandom.txt"
"11101"	"been"	"e"	1	175	"e"	"RandLetter"	"p13crandom.txt"
"12101"	"been"	"n"	1	193	"n"	"RandLetter"	"p13crandom.txt"
"13101"	"part"	"p"	1	977	"p"	"RandLetter"	"p13crandom.txt"
"14101"	"part"	"a"	1	143	"a"	"RandLetter"	"p13crandom.txt"
"15101"	"part"	"r"	1	152	"r"	"RandLetter"	"p13crandom.txt"
"16101"	"part"	"t"	1	128	"t"	"RandLetter"	"p13crandom.txt"
"17101"	"human"	"h"	1	1096	"h"	"RandLetter"	"p13crandom.txt"
"18101"	"human"	"u"	1	176	"u"	"RandLetter"	"p13crandom.txt"
"19101"	"human"	"m"	1	184	"m"	"RandLetter"	"p13crandom.txt"
"20101"	"human"	"a"	1	240	"a"	"RandLetter"	"p13crandom.txt"
"21105"	"human"	"n"	1	192	"n"	"RandLetter"	"p13crandom.txt"
"22102"	"life"	"l"	1	1120	"l"	"RandLetter"	"p13crandom.txt"
"23101"	"life"	"i"	1	168	"i"	"RandLetter"	"p13crandom.txt"
"24101"	"life"	"f"	1	368	"f"	"RandLetter"	"p13crandom.txt"
"25101"	"life"	"e"	1	104	"e"	"RandLetter"	"p13crandom.txt"
"26101"	"since"	"s"	1	873	"s"	"RandLetter"	"p13crandom.txt"
"27101"	"since"	"i"	1	119	"i"	"RandLetter"	"p13crandom.txt"
"28101"	"since"	"n"	1	201	"n"	"RandLetter"	"p13crandom.txt"
"29101"	"since"	"c"	1	207	"c"	"RandLetter"	"p13crandom.txt"
"30101"	"since"	"e"	1	176	"e"	"RandLetter"	"p13crandom.txt"
"31105"	"before"	"b"	1	591	"b"	"RandLetter"	"p13crandom.txt"
"32102"	"before"	"e"	1	136	"e"	"RandLetter"	"p13crandom.txt"
"33101"	"before"	"f"	1	184	"f"	"RandLetter"	"p13crandom.txt"
"34101"	"before"	"o"	1	152	"o"	"RandLetter"	"p13crandom.txt"
"35101"	"before"	"r"	1	96	"r"	"RandLetter"	"p13crandom.txt"
"36101"	"before"	"e"	1	112	"e"	"RandLetter"	"p13crandom.txt"
"37101"	"history"	"h"	1	809	"h"	"RandLetter"	"p13crandom.txt"
"38101"	"history"	"i"	1	95	"i"	"RandLetter"	"p13crandom.txt"
"39101"	"history"	"s"	1	80	"s"	"RandLetter"	"p13crandom.txt"
"40101"	"history"	"t"	1	232	"t"	"RandLetter"	"p13crandom.txt"
"41105"	"history"	"o"	1	128	"o"	"RandLetter"	"p13crandom.txt"
"42102"	"history"	"r"	1	104	"r"	"RandLetter"	"p13crandom.txt"
"43101"	"history"	"y"	1	160	"y"	"RandLetter"	"p13crandom.txt"
"44101"	"was"	"w"	1	777	"w"	"RandLetter"	"p13crandom.txt"
"45101"	"was"	"a"	1	95	"a"	"RandLetter"	"p13crandom.txt"
"46101"	"was"	"s"	1	128	"s"	"RandLetter"	"p13crandom.txt"
"47100"	"recorded."	"r"	1	705	"r"	"RandLetter"	"p13crandom.txt"
"4890"	"recorded."	"e"	1	71	"e"	"RandLetter"	"p13crandom.txt"
"4970"	"recorded."	"c"	1	192	"c"	"RandLetter"	"p13crandom.txt"
"5070"	"recorded."	"o"	1	120	"o"	"RandLetter"	"p13crandom.txt"
"5159"	"recorded."	"r"	1	128	"r"	"RandLetter"	"p13crandom.txt"
"5240"	"recorded."	"d"	1	208	"d"	"RandLetter"	"p13crandom.txt"
"5328"	"recorded."	"e"	1	208	"e"	"RandLetter"	"p13crandom.txt"
"5425"	"recorded."	"d"	1	776	"d"	"RandLetter"	"p13crandom.txt"
"5525"	"recorded."	"."	1	928	"."	"RandLetter"	"p13crandom.txt"
"5625"	"Emilia"	"E"	0	240	"E"	"RandLetter"	"p13crandom.txt"
"5722"	"Emilia"	"m"	0	136	"m"	"RandLetter"	"p13crandom.txt"
"5818"	"Emilia"	"i"	0	136	"i"	"RandLetter"	"p13crandom.txt"
"5917"	"Emilia"	"l"	0	176	"l"	"RandLetter"	"p13crandom.txt"
"6017"	"Emilia"	"i"	0	64	"i"	"RandLetter"	"p13crandom.txt"
"6121"	"Emilia"	"a"	0	112	"a"	"RandLetter"	"p13crandom.txt"
"6219"	"started"	"s"	1	425	"s"	"RandLetter"	"p13crandom.txt"
"6317"	"started"	"t"	1	191	"t"	"RandLetter"	"p13crandom.txt"
"6417"	"started"	"a"	1	88	"a"	"RandLetter"	"p13crandom.txt"
"6517"	"started"	"r"	1	72	"r"	"RandLetter"	"p13crandom.txt"
"6617"	"started"	"t"	1	152	"t"	"RandLetter"	"p13crandom.txt"
