"wordrep"	"letters"	"word_accuracy"	"best_match"	"str_distance"	"correct_word_length"	"proportion_letter_correct"	"iksis"	"responses"	"suppression"	"subject"
"20259"	"and"	"a"	1	"and"	0	3	1	152	"a"	"SayThe"	"p4crandom.txt"
"20357"	"and"	"n"	1	"and"	0	3	1	144	"n"	"SayThe"	"p4crandom.txt"
"20457"	"and"	"d"	1	"and"	0	3	1	128	"d"	"SayThe"	"p4crandom.txt"
"20557"	"other"	"o"	1	"other"	0	5	1	232	"o"	"SayThe"	"p4crandom.txt"
"20657"	"other"	"t"	1	"other"	0	5	1	88	"t"	"SayThe"	"p4crandom.txt"
"20757"	"other"	"h"	1	"other"	0	5	1	152	"h"	"SayThe"	"p4crandom.txt"
"20857"	"other"	"e"	1	"other"	0	5	1	136	"e"	"SayThe"	"p4crandom.txt"
"20957"	"other"	"r"	1	"other"	0	5	1	208	"r"	"SayThe"	"p4crandom.txt"
"21087"	"search"	"s"	1	"search"	0	6	1	296	"s"	"SayThe"	"p4crandom.txt"
"21197"	"search"	"e"	1	"search"	0	6	1	192	"e"	"SayThe"	"p4crandom.txt"
"21260"	"search"	"a"	1	"search"	0	6	1	160	"a"	"SayThe"	"p4crandom.txt"
"21358"	"search"	"r"	1	"search"	0	6	1	112	"r"	"SayThe"	"p4crandom.txt"
"21458"	"search"	"c"	1	"search"	0	6	1	232	"c"	"SayThe"	"p4crandom.txt"
"21557"	"search"	"h"	1	"search"	0	6	1	208	"h"	"SayThe"	"p4crandom.txt"
"21657"	"dogs"	"d"	1	"dogs"	0	4	1	855	"d"	"SayThe"	"p4crandom.txt"
"21757"	"dogs"	"o"	1	"dogs"	0	4	1	193	"o"	"SayThe"	"p4crandom.txt"
"21857"	"dogs"	"g"	1	"dogs"	0	4	1	278	"g"	"SayThe"	"p4crandom.txt"
"21957"	"dogs"	"s"	1	"dogs"	0	4	1	297	"s"	"SayThe"	"p4crandom.txt"
"22057"	"have"	"h"	1	"have"	0	4	1	368	"h"	"SayThe"	"p4crandom.txt"
"22194"	"have"	"a"	1	"have"	0	4	1	152	"a"	"SayThe"	"p4crandom.txt"
"22259"	"have"	"v"	1	"have"	0	4	1	144	"v"	"SayThe"	"p4crandom.txt"
"22357"	"have"	"e"	1	"have"	0	4	1	168	"e"	"SayThe"	"p4crandom.txt"
"22457"	"to"	"t"	1	"to"	0	2	1	224	"t"	"SayThe"	"p4crandom.txt"
"22557"	"to"	"o"	1	"to"	0	2	1	120	"o"	"SayThe"	"p4crandom.txt"
"22657"	"reanfe"	"r"	0	"range"	2	5	0.6	232	"r"	"SayThe"	"p4crandom.txt"
"22757"	"reanfe"	"e"	0	"range"	2	5	0.6	248	"e"	"SayThe"	"p4crandom.txt"
"22857"	"reanfe"	"a"	0	"range"	2	5	0.6	24	"a"	"SayThe"	"p4crandom.txt"
"22957"	"reanfe"	"n"	0	"range"	2	5	0.6	177	"n"	"SayThe"	"p4crandom.txt"
"23057"	"reanfe"	"f"	0	"range"	2	5	0.6	175	"f"	"SayThe"	"p4crandom.txt"
"23193"	"reanfe"	"e"	0	"range"	2	5	0.6	200	"e"	"SayThe"	"p4crandom.txt"
"23259"	"well"	"w"	1	"well"	0	4	1	280	"w"	"SayThe"	"p4crandom.txt"
"23357"	"well"	"e"	1	"well"	0	4	1	152	"e"	"SayThe"	"p4crandom.txt"
"23457"	"well"	"l"	1	"well"	0	4	1	128	"l"	"SayThe"	"p4crandom.txt"
"23557"	"well"	"l"	1	"well"	0	4	1	160	"l"	"SayThe"	"p4crandom.txt"
"23657"	"ahead"	"a"	1	"ahead"	0	5	1	176	"a"	"SayThe"	"p4crandom.txt"
"23757"	"ahead"	"h"	1	"ahead"	0	5	1	272	"h"	"SayThe"	"p4crandom.txt"
"23857"	"ahead"	"e"	1	"ahead"	0	5	1	176	"e"	"SayThe"	"p4crandom.txt"
"23957"	"ahead"	"a"	1	"ahead"	0	5	1	144	"a"	"SayThe"	"p4crandom.txt"
"24057"	"ahead"	"d"	1	"ahead"	0	5	1	184	"d"	"SayThe"	"p4crandom.txt"
"24193"	"of"	"o"	1	"of"	0	2	1	241	"o"	"SayThe"	"p4crandom.txt"
"24259"	"of"	"f"	1	"of"	0	2	1	151	"f"	"SayThe"	"p4crandom.txt"
"24357"	"the"	"t"	1	"the"	0	3	1	128	"t"	"SayThe"	"p4crandom.txt"
"24457"	"the"	"h"	1	"the"	0	3	1	136	"h"	"SayThe"	"p4crandom.txt"
"24557"	"the"	"e"	1	"the"	0	3	1	128	"e"	"SayThe"	"p4crandom.txt"
"24657"	"handlers"	"h"	1	"handlers"	0	8	1	192	"h"	"SayThe"	"p4crandom.txt"
"24757"	"handlers"	"a"	1	"handlers"	0	8	1	104	"a"	"SayThe"	"p4crandom.txt"
"24857"	"handlers"	"n"	1	"handlers"	0	8	1	128	"n"	"SayThe"	"p4crandom.txt"
"24957"	"handlers"	"d"	1	"handlers"	0	8	1	120	"d"	"SayThe"	"p4crandom.txt"
"25057"	"handlers"	"l"	1	"handlers"	0	8	1	152	"l"	"SayThe"	"p4crandom.txt"
"25193"	"handlers"	"e"	1	"handlers"	0	8	1	481	"e"	"SayThe"	"p4crandom.txt"
"25259"	"handlers"	"r"	1	"handlers"	0	8	1	111	"r"	"SayThe"	"p4crandom.txt"
"25357"	"handlers"	"s"	1	"handlers"	0	8	1	200	"s"	"SayThe"	"p4crandom.txt"
"25457"	"in"	"i"	1	"in"	0	2	1	224	"i"	"SayThe"	"p4crandom.txt"
"25557"	"in"	"n"	1	"in"	0	2	1	247	"n"	"SayThe"	"p4crandom.txt"
"25657"	"order"	"o"	1	"order"	0	5	1	432	"o"	"SayThe"	"p4crandom.txt"
"25757"	"order"	"r"	1	"order"	0	5	1	160	"r"	"SayThe"	"p4crandom.txt"
"25857"	"order"	"d"	1	"order"	0	5	1	240	"d"	"SayThe"	"p4crandom.txt"
"25957"	"order"	"e"	1	"order"	0	5	1	232	"e"	"SayThe"	"p4crandom.txt"
"26057"	"order"	"r"	1	"order"	0	5	1	161	"r"	"SayThe"	"p4crandom.txt"
"26193"	"ti"	"t"	0	"to"	1	2	0.5	888	"t"	"SayThe"	"p4crandom.txt"
"26259"	"ti"	"i"	0	"to"	1	2	0.5	184	"i"	"SayThe"	"p4crandom.txt"
"26357"	"ciover"	"c"	0	"cover"	1	5	0.8	208	"c"	"SayThe"	"p4crandom.txt"
"26457"	"ciover"	"i"	0	"cover"	1	5	0.8	152	"i"	"SayThe"	"p4crandom.txt"
"26557"	"ciover"	"o"	0	"cover"	1	5	0.8	2	"o"	"SayThe"	"p4crandom.txt"
"26657"	"ciover"	"v"	0	"cover"	1	5	0.8	326	"v"	"SayThe"	"p4crandom.txt"
"26757"	"ciover"	"e"	0	"cover"	1	5	0.8	176	"e"	"SayThe"	"p4crandom.txt"
"26857"	"ciover"	"r"	0	"cover"	1	5	0.8	312	"r"	"SayThe"	"p4crandom.txt"
"26957"	"the"	"t"	1	"the"	0	3	1	152	"t"	"SayThe"	"p4crandom.txt"
"27057"	"the"	"h"	1	"the"	0	3	1	120	"h"	"SayThe"	"p4crandom.txt"
"27193"	"the"	"e"	1	"the"	0	3	1	128	"e"	"SayThe"	"p4crandom.txt"
"27259"	"maximum"	"m"	1	"maximum"	0	7	1	176	"m"	"SayThe"	"p4crandom.txt"
"27357"	"maximum"	"a"	1	"maximum"	0	7	1	104	"a"	"SayThe"	"p4crandom.txt"
"27457"	"maximum"	"x"	1	"maximum"	0	7	1	600	"x"	"SayThe"	"p4crandom.txt"
"27557"	"maximum"	"i"	1	"maximum"	0	7	1	496	"i"	"SayThe"	"p4crandom.txt"
"27657"	"maximum"	"m"	1	"maximum"	0	7	1	592	"m"	"SayThe"	"p4crandom.txt"
"27757"	"maximum"	"u"	1	"maximum"	0	7	1	224	"u"	"SayThe"	"p4crandom.txt"
"27857"	"maximum"	"m"	1	"maximum"	0	7	1	256	"m"	"SayThe"	"p4crandom.txt"
"27957"	"amount"	"a"	1	"amount"	0	6	1	176	"a"	"SayThe"	"p4crandom.txt"
"28057"	"amount"	"m"	1	"amount"	0	6	1	120	"m"	"SayThe"	"p4crandom.txt"
"28193"	"amount"	"o"	1	"amount"	0	6	1	224	"o"	"SayThe"	"p4crandom.txt"
"28259"	"amount"	"u"	1	"amount"	0	6	1	144	"u"	"SayThe"	"p4crandom.txt"
"28357"	"amount"	"n"	1	"amount"	0	6	1	208	"n"	"SayThe"	"p4crandom.txt"
"28457"	"amount"	"t"	1	"amount"	0	6	1	296	"t"	"SayThe"	"p4crandom.txt"
"28557"	"of"	"o"	1	"of"	0	2	1	216	"o"	"SayThe"	"p4crandom.txt"
"28657"	"of"	"f"	1	"of"	0	2	1	200	"f"	"SayThe"	"p4crandom.txt"
"28757"	"groug"	"g"	0	"ground"	2	6	0.666666666666667	304	"g"	"SayThe"	"p4crandom.txt"
"28857"	"groug"	"r"	0	"ground"	2	6	0.666666666666667	216	"r"	"SayThe"	"p4crandom.txt"
"28957"	"groug"	"o"	0	"ground"	2	6	0.666666666666667	128	"o"	"SayThe"	"p4crandom.txt"
"29057"	"groug"	"u"	0	"ground"	2	6	0.666666666666667	152	"u"	"SayThe"	"p4crandom.txt"
"29193"	"groug"	"g"	0	"ground"	2	6	0.666666666666667	208	"g"	"SayThe"	"p4crandom.txt"
"29259"	"so"	"s"	1	"so"	0	2	1	160	"s"	"SayThe"	"p4crandom.txt"
"29357"	"so"	"o"	1	"so"	0	2	1	136	"o"	"SayThe"	"p4crandom.txt"
"29457"	"that"	"t"	1	"that"	0	4	1	64	"t"	"SayThe"	"p4crandom.txt"
"29557"	"that"	"h"	1	"that"	0	4	1	160	"h"	"SayThe"	"p4crandom.txt"
"29657"	"that"	"a"	1	"that"	0	4	1	72	"a"	"SayThe"	"p4crandom.txt"
"29757"	"that"	"t"	1	"that"	0	4	1	96	"t"	"SayThe"	"p4crandom.txt"
"29857"	"all"	"a"	1	"all"	0	3	1	136	"a"	"SayThe"	"p4crandom.txt"
"29957"	"all"	"l"	1	"all"	0	3	1	128	"l"	"SayThe"	"p4crandom.txt"
"30057"	"all"	"l"	1	"all"	0	3	1	160	"l"	"SayThe"	"p4crandom.txt"
"30193"	"dogs"	"d"	1	"dogs"	0	4	1	1105	"d"	"SayThe"	"p4crandom.txt"
"30259"	"dogs"	"o"	1	"dogs"	0	4	1	552	"o"	"SayThe"	"p4crandom.txt"
"30357"	"dogs"	"g"	1	"dogs"	0	4	1	216	"g"	"SayThe"	"p4crandom.txt"
"30457"	"dogs"	"s"	1	"dogs"	0	4	1	1729	"s"	"SayThe"	"p4crandom.txt"
"30557"	"must"	"m"	1	"must"	0	4	1	712	"m"	"SayThe"	"p4crandom.txt"
"30657"	"must"	"u"	1	"must"	0	4	1	215	"u"	"SayThe"	"p4crandom.txt"
"30757"	"must"	"s"	1	"must"	0	4	1	104	"s"	"SayThe"	"p4crandom.txt"
"30857"	"must"	"t"	1	"must"	0	4	1	240	"t"	"SayThe"	"p4crandom.txt"
"30957"	"tested"	"t"	1	"tested"	0	6	1	1200	"t"	"SayThe"	"p4crandom.txt"
"31087"	"tested"	"e"	1	"tested"	0	6	1	888	"e"	"SayThe"	"p4crandom.txt"
"31197"	"tested"	"s"	1	"tested"	0	6	1	143	"s"	"SayThe"	"p4crandom.txt"
"31260"	"tested"	"t"	1	"tested"	0	6	1	240	"t"	"SayThe"	"p4crandom.txt"
"31358"	"tested"	"e"	1	"tested"	0	6	1	264	"e"	"SayThe"	"p4crandom.txt"
"31458"	"tested"	"d"	1	"tested"	0	6	1	280	"d"	"SayThe"	"p4crandom.txt"
"31557"	"for"	"f"	1	"for"	0	3	1	240	"f"	"SayThe"	"p4crandom.txt"
"31657"	"for"	"o"	1	"for"	0	3	1	216	"o"	"SayThe"	"p4crandom.txt"
"31757"	"for"	"r"	1	"for"	0	3	1	105	"r"	"SayThe"	"p4crandom.txt"
"31857"	"theur"	"t"	0	"their"	1	5	0.8	184	"t"	"SayThe"	"p4crandom.txt"
"31957"	"theur"	"h"	0	"their"	1	5	0.8	136	"h"	"SayThe"	"p4crandom.txt"
"32057"	"theur"	"e"	0	"their"	1	5	0.8	120	"e"	"SayThe"	"p4crandom.txt"
"32194"	"theur"	"u"	0	"their"	1	5	0.8	121	"u"	"SayThe"	"p4crandom.txt"
"32259"	"theur"	"r"	0	"their"	1	5	0.8	175	"r"	"SayThe"	"p4crandom.txt"
"32357"	"trustwrorthhiness"	"t"	0	"trustworthiness"	2	15	0.866666666666667	328	"t"	"SayThe"	"p4crandom.txt"
"32457"	"trustwrorthhiness"	"r"	0	"trustworthiness"	2	15	0.866666666666667	376	"r"	"SayThe"	"p4crandom.txt"
"32557"	"trustwrorthhiness"	"u"	0	"trustworthiness"	2	15	0.866666666666667	256	"u"	"SayThe"	"p4crandom.txt"
"32657"	"trustwrorthhiness"	"s"	0	"trustworthiness"	2	15	0.866666666666667	152	"s"	"SayThe"	"p4crandom.txt"
"32757"	"trustwrorthhiness"	"t"	0	"trustworthiness"	2	15	0.866666666666667	240	"t"	"SayThe"	"p4crandom.txt"
"32857"	"trustwrorthhiness"	"w"	0	"trustworthiness"	2	15	0.866666666666667	1601	"w"	"SayThe"	"p4crandom.txt"
"32957"	"trustwrorthhiness"	"r"	0	"trustworthiness"	2	15	0.866666666666667	199	"r"	"SayThe"	"p4crandom.txt"
"33057"	"trustwrorthhiness"	"o"	0	"trustworthiness"	2	15	0.866666666666667	528	"o"	"SayThe"	"p4crandom.txt"
"33193"	"trustwrorthhiness"	"r"	0	"trustworthiness"	2	15	0.866666666666667	1433	"r"	"SayThe"	"p4crandom.txt"
"33259"	"trustwrorthhiness"	"t"	0	"trustworthiness"	2	15	0.866666666666667	214	"t"	"SayThe"	"p4crandom.txt"
"33357"	"trustwrorthhiness"	"h"	0	"trustworthiness"	2	15	0.866666666666667	170	"h"	"SayThe"	"p4crandom.txt"
"33457"	"trustwrorthhiness"	"h"	0	"trustworthiness"	2	15	0.866666666666667	1504	"h"	"SayThe"	"p4crandom.txt"
"33557"	"trustwrorthhiness"	"i"	0	"trustworthiness"	2	15	0.866666666666667	223	"i"	"SayThe"	"p4crandom.txt"
"33657"	"trustwrorthhiness"	"n"	0	"trustworthiness"	2	15	0.866666666666667	192	"n"	"SayThe"	"p4crandom.txt"
"33757"	"trustwrorthhiness"	"e"	0	"trustworthiness"	2	15	0.866666666666667	151	"e"	"SayThe"	"p4crandom.txt"
"33856"	"trustwrorthhiness"	"s"	0	"trustworthiness"	2	15	0.866666666666667	265	"s"	"SayThe"	"p4crandom.txt"
"33956"	"trustwrorthhiness"	"s"	0	"trustworthiness"	2	15	0.866666666666667	192	"s"	"SayThe"	"p4crandom.txt"
"34056"	"twith"	"t"	0	"with"	1	4	0.75	335	"t"	"SayThe"	"p4crandom.txt"
"34192"	"twith"	"w"	0	"with"	1	4	0.75	480	"w"	"SayThe"	"p4crandom.txt"
"34258"	"twith"	"i"	0	"with"	1	4	0.75	257	"i"	"SayThe"	"p4crandom.txt"
"34356"	"twith"	"t"	0	"with"	1	4	0.75	271	"t"	"SayThe"	"p4crandom.txt"
"34456"	"twith"	"h"	0	"with"	1	4	0.75	152	"h"	"SayThe"	"p4crandom.txt"
"34556"	"sheeop"	"s"	0	"sheep"	1	5	0.8	391	"s"	"SayThe"	"p4crandom.txt"
"34656"	"sheeop"	"h"	0	"sheep"	1	5	0.8	128	"h"	"SayThe"	"p4crandom.txt"
"34756"	"sheeop"	"e"	0	"sheep"	1	5	0.8	120	"e"	"SayThe"	"p4crandom.txt"
"34856"	"sheeop"	"e"	0	"sheep"	1	5	0.8	152	"e"	"SayThe"	"p4crandom.txt"
"34956"	"sheeop"	"o"	0	"sheep"	1	5	0.8	176	"o"	"SayThe"	"p4crandom.txt"
"35056"	"sheeop"	"p"	0	"sheep"	1	5	0.8	1193	"p"	"SayThe"	"p4crandom.txt"
"35192"	"before"	"b"	1	"before"	0	6	1	920	"b"	"SayThe"	"p4crandom.txt"
"35258"	"before"	"e"	1	"before"	0	6	1	183	"e"	"SayThe"	"p4crandom.txt"
"35356"	"before"	"f"	1	"before"	0	6	1	232	"f"	"SayThe"	"p4crandom.txt"
"35456"	"before"	"o"	1	"before"	0	6	1	160	"o"	"SayThe"	"p4crandom.txt"
"35556"	"before"	"r"	1	"before"	0	6	1	151	"r"	"SayThe"	"p4crandom.txt"
"35656"	"before"	"e"	1	"before"	0	6	1	298	"e"	"SayThe"	"p4crandom.txt"
"35756"	"training"	"t"	1	"training"	0	8	1	247	"t"	"SayThe"	"p4crandom.txt"
"35856"	"training"	"r"	1	"training"	0	8	1	232	"r"	"SayThe"	"p4crandom.txt"
"35956"	"training"	"a"	1	"training"	0	8	1	200	"a"	"SayThe"	"p4crandom.txt"
"36056"	"training"	"i"	1	"training"	0	8	1	112	"i"	"SayThe"	"p4crandom.txt"
"36192"	"training"	"n"	1	"training"	0	8	1	176	"n"	"SayThe"	"p4crandom.txt"
"36258"	"training"	"i"	1	"training"	0	8	1	144	"i"	"SayThe"	"p4crandom.txt"
"36356"	"training"	"n"	1	"training"	0	8	1	143	"n"	"SayThe"	"p4crandom.txt"
"36456"	"training"	"g"	1	"training"	0	8	1	153	"g"	"SayThe"	"p4crandom.txt"
"36556"	"starts."	"s"	1	"starts."	0	7	1	200	"s"	"SayThe"	"p4crandom.txt"
"36656"	"starts."	"t"	1	"starts."	0	7	1	263	"t"	"SayThe"	"p4crandom.txt"
"36756"	"starts."	"a"	1	"starts."	0	7	1	145	"a"	"SayThe"	"p4crandom.txt"
"36856"	"starts."	"r"	1	"starts."	0	7	1	184	"r"	"SayThe"	"p4crandom.txt"
"36956"	"starts."	"t"	1	"starts."	0	7	1	535	"t"	"SayThe"	"p4crandom.txt"
"37056"	"starts."	"s"	1	"starts."	0	7	1	345	"s"	"SayThe"	"p4crandom.txt"
"37192"	"starts."	"."	1	"starts."	0	7	1	480	"."	"SayThe"	"p4crandom.txt"
"37258"	"It"	"I"	1	"It"	0	2	1	464	"I"	"SayThe"	"p4crandom.txt"
"37356"	"It"	"t"	1	"It"	0	2	1	544	"t"	"SayThe"	"p4crandom.txt"
"37456"	"does"	"d"	1	"does"	0	4	1	873	"d"	"SayThe"	"p4crandom.txt"
"37556"	"does"	"o"	1	"does"	0	4	1	143	"o"	"SayThe"	"p4crandom.txt"
"37656"	"does"	"e"	1	"does"	0	4	1	176	"e"	"SayThe"	"p4crandom.txt"
"37756"	"does"	"s"	1	"does"	0	4	1	288	"s"	"SayThe"	"p4crandom.txt"
"37856"	"show"	"s"	1	"show"	0	4	1	175	"s"	"SayThe"	"p4crandom.txt"
"37956"	"show"	"h"	1	"show"	0	4	1	152	"h"	"SayThe"	"p4crandom.txt"
"38056"	"show"	"o"	1	"show"	0	4	1	184	"o"	"SayThe"	"p4crandom.txt"
"38192"	"show"	"w"	1	"show"	0	4	1	457	"w"	"SayThe"	"p4crandom.txt"
"38258"	"thatwhat"	"t"	0	"that"	4	4	0	176	"t"	"SayThe"	"p4crandom.txt"
"38356"	"thatwhat"	"h"	0	"that"	4	4	0	128	"h"	"SayThe"	"p4crandom.txt"
"38456"	"thatwhat"	"a"	0	"that"	4	4	0	88	"a"	"SayThe"	"p4crandom.txt"
"38556"	"thatwhat"	"t"	0	"that"	4	4	0	1121	"t"	"SayThe"	"p4crandom.txt"
"38656"	"thatwhat"	"w"	0	"that"	4	4	0	840	"w"	"SayThe"	"p4crandom.txt"
"38756"	"thatwhat"	"h"	0	"that"	4	4	0	230	"h"	"SayThe"	"p4crandom.txt"
"38856"	"thatwhat"	"a"	0	"that"	4	4	0	16	"a"	"SayThe"	"p4crandom.txt"
"38956"	"thatwhat"	"t"	0	"that"	4	4	0	193	"t"	"SayThe"	"p4crandom.txt"
"39056"	"an"	"a"	1	"an"	0	2	1	320	"a"	"SayThe"	"p4crandom.txt"
"39192"	"an"	"n"	1	"an"	0	2	1	232	"n"	"SayThe"	"p4crandom.txt"
"39258"	"adaptable"	"a"	1	"adaptable"	0	9	1	489	"a"	"SayThe"	"p4crandom.txt"
"39356"	"adaptable"	"d"	1	"adaptable"	0	9	1	367	"d"	"SayThe"	"p4crandom.txt"
"39456"	"adaptable"	"a"	1	"adaptable"	0	9	1	160	"a"	"SayThe"	"p4crandom.txt"
"39556"	"adaptable"	"p"	1	"adaptable"	0	9	1	184	"p"	"SayThe"	"p4crandom.txt"
"39656"	"adaptable"	"t"	1	"adaptable"	0	9	1	192	"t"	"SayThe"	"p4crandom.txt"
"39756"	"adaptable"	"a"	1	"adaptable"	0	9	1	112	"a"	"SayThe"	"p4crandom.txt"
"39856"	"adaptable"	"b"	1	"adaptable"	0	9	1	184	"b"	"SayThe"	"p4crandom.txt"
"39956"	"adaptable"	"l"	1	"adaptable"	0	9	1	224	"l"	"SayThe"	"p4crandom.txt"
"40056"	"adaptable"	"e"	1	"adaptable"	0	9	1	657	"e"	"SayThe"	"p4crandom.txt"
"40192"	"breed"	"b"	1	"breed"	0	5	1	280	"b"	"SayThe"	"p4crandom.txt"
"40258"	"breed"	"r"	1	"breed"	0	5	1	249	"r"	"SayThe"	"p4crandom.txt"
"40356"	"breed"	"e"	1	"breed"	0	5	1	351	"e"	"SayThe"	"p4crandom.txt"
"40456"	"breed"	"e"	1	"breed"	0	5	1	168	"e"	"SayThe"	"p4crandom.txt"
"40556"	"breed"	"d"	1	"breed"	0	5	1	184	"d"	"SayThe"	"p4crandom.txt"
"40656"	"the"	"t"	1	"the"	0	3	1	224	"t"	"SayThe"	"p4crandom.txt"
"40756"	"the"	"h"	1	"the"	0	3	1	128	"h"	"SayThe"	"p4crandom.txt"
"40856"	"the"	"e"	1	"the"	0	3	1	160	"e"	"SayThe"	"p4crandom.txt"
"40956"	"Border"	"B"	1	"Border"	0	6	1	312	"B"	"SayThe"	"p4crandom.txt"
"41086"	"Border"	"o"	1	"Border"	0	6	1	232	"o"	"SayThe"	"p4crandom.txt"
"41195"	"Border"	"r"	1	"Border"	0	6	1	168	"r"	"SayThe"	"p4crandom.txt"
"41258"	"Border"	"d"	1	"Border"	0	6	1	240	"d"	"SayThe"	"p4crandom.txt"
"41356"	"Border"	"e"	1	"Border"	0	6	1	264	"e"	"SayThe"	"p4crandom.txt"
"41456"	"Border"	"r"	1	"Border"	0	6	1	144	"r"	"SayThe"	"p4crandom.txt"
"41555"	"Collies"	"C"	1	"Collies"	0	7	1	224	"C"	"SayThe"	"p4crandom.txt"
"41655"	"Collies"	"o"	1	"Collies"	0	7	1	335	"o"	"SayThe"	"p4crandom.txt"
"41755"	"Collies"	"l"	1	"Collies"	0	7	1	201	"l"	"SayThe"	"p4crandom.txt"
"41855"	"Collies"	"l"	1	"Collies"	0	7	1	129	"l"	"SayThe"	"p4crandom.txt"
"41955"	"Collies"	"i"	1	"Collies"	0	7	1	183	"i"	"SayThe"	"p4crandom.txt"
"42055"	"Collies"	"e"	1	"Collies"	0	7	1	168	"e"	"SayThe"	"p4crandom.txt"
"42192"	"Collies"	"s"	1	"Collies"	0	7	1	256	"s"	"SayThe"	"p4crandom.txt"
"42257"	"is"	"i"	1	"is"	0	2	1	320	"i"	"SayThe"	"p4crandom.txt"
"42355"	"is"	"s"	1	"is"	0	2	1	152	"s"	"SayThe"	"p4crandom.txt"
"42455"	"in"	"i"	1	"in"	0	2	1	240	"i"	"SayThe"	"p4crandom.txt"
"42555"	"in"	"n"	1	"in"	0	2	1	264	"n"	"SayThe"	"p4crandom.txt"
"42655"	"that"	"t"	1	"that"	0	4	1	1024	"t"	"SayThe"	"p4crandom.txt"
"42755"	"that"	"h"	1	"that"	0	4	1	121	"h"	"SayThe"	"p4crandom.txt"
"42855"	"that"	"a"	1	"that"	0	4	1	142	"a"	"SayThe"	"p4crandom.txt"
"42955"	"that"	"t"	1	"that"	0	4	1	177	"t"	"SayThe"	"p4crandom.txt"
"43054"	"it"	"i"	1	"it"	0	2	1	240	"i"	"SayThe"	"p4crandom.txt"
"43190"	"it"	"t"	1	"it"	0	2	1	257	"t"	"SayThe"	"p4crandom.txt"
"43256"	"can"	"c"	1	"can"	0	3	1	224	"c"	"SayThe"	"p4crandom.txt"
"43354"	"can"	"a"	1	"can"	0	3	1	144	"a"	"SayThe"	"p4crandom.txt"
"43454"	"can"	"n"	1	"can"	0	3	1	321	"n"	"SayThe"	"p4crandom.txt"
"43554"	"the"	"t"	1	"the"	0	3	1	216	"t"	"SayThe"	"p4crandom.txt"
"43654"	"the"	"h"	1	"the"	0	3	1	152	"h"	"SayThe"	"p4crandom.txt"
"43754"	"the"	"e"	1	"the"	0	3	1	713	"e"	"SayThe"	"p4crandom.txt"
"43854"	"be"	"b"	1	"be"	0	2	1	240	"b"	"SayThe"	"p4crandom.txt"
"43954"	"be"	"e"	1	"be"	0	2	1	175	"e"	"SayThe"	"p4crandom.txt"
"44054"	"tatught"	"t"	0	"taught"	1	6	0.833333333333333	303	"t"	"SayThe"	"p4crandom.txt"
"44190"	"tatught"	"a"	0	"taught"	1	6	0.833333333333333	184	"a"	"SayThe"	"p4crandom.txt"
"44256"	"tatught"	"t"	0	"taught"	1	6	0.833333333333333	152	"t"	"SayThe"	"p4crandom.txt"
"44354"	"tatught"	"u"	0	"taught"	1	6	0.833333333333333	401	"u"	"SayThe"	"p4crandom.txt"
"44454"	"tatught"	"g"	0	"taught"	1	6	0.833333333333333	255	"g"	"SayThe"	"p4crandom.txt"
"44554"	"tatught"	"h"	0	"taught"	1	6	0.833333333333333	144	"h"	"SayThe"	"p4crandom.txt"
"44654"	"tatught"	"t"	0	"taught"	1	6	0.833333333333333	160	"t"	"SayThe"	"p4crandom.txt"
"44754"	"to"	"t"	1	"to"	0	2	1	199	"t"	"SayThe"	"p4crandom.txt"
"44854"	"to"	"o"	1	"to"	0	2	1	168	"o"	"SayThe"	"p4crandom.txt"
"44954"	"ignore"	"i"	1	"ignore"	0	6	1	584	"i"	"SayThe"	"p4crandom.txt"
"45054"	"ignore"	"g"	1	"ignore"	0	6	1	256	"g"	"SayThe"	"p4crandom.txt"
"45190"	"ignore"	"n"	1	"ignore"	0	6	1	176	"n"	"SayThe"	"p4crandom.txt"
"45256"	"ignore"	"o"	1	"ignore"	0	6	1	185	"o"	"SayThe"	"p4crandom.txt"
"45354"	"ignore"	"r"	1	"ignore"	0	6	1	95	"r"	"SayThe"	"p4crandom.txt"
"45454"	"ignore"	"e"	1	"ignore"	0	6	1	264	"e"	"SayThe"	"p4crandom.txt"
"45554"	"an"	"a"	1	"an"	0	2	1	208	"a"	"SayThe"	"p4crandom.txt"
"45653"	"an"	"n"	1	"an"	0	2	1	128	"n"	"SayThe"	"p4crandom.txt"
"45753"	"animal"	"a"	1	"animal"	0	6	1	184	"a"	"SayThe"	"p4crandom.txt"
"45853"	"animal"	"n"	1	"animal"	0	6	1	120	"n"	"SayThe"	"p4crandom.txt"
"45953"	"animal"	"i"	1	"animal"	0	6	1	176	"i"	"SayThe"	"p4crandom.txt"
"46053"	"animal"	"m"	1	"animal"	0	6	1	217	"m"	"SayThe"	"p4crandom.txt"
"46189"	"animal"	"a"	1	"animal"	0	6	1	174	"a"	"SayThe"	"p4crandom.txt"
"46255"	"animal"	"l"	1	"animal"	0	6	1	185	"l"	"SayThe"	"p4crandom.txt"
"46353"	"that"	"t"	1	"that"	0	4	1	273	"t"	"SayThe"	"p4crandom.txt"
"46453"	"that"	"h"	1	"that"	0	4	1	143	"h"	"SayThe"	"p4crandom.txt"
"46552"	"that"	"a"	1	"that"	0	4	1	64	"a"	"SayThe"	"p4crandom.txt"
"46652"	"that"	"t"	1	"that"	0	4	1	112	"t"	"SayThe"	"p4crandom.txt"
