"wordrep"	"letters"	"word_accuracy"	"best_match"	"str_distance"	"correct_word_length"	"proportion_letter_correct"	"iksis"	"responses"	"suppression"	"subject"
"19124"	"written"	"t"	1	"written"	0	7	1	80	"t"	"RandLetter"	"p13crandom.txt"
"19222"	"written"	"t"	1	"written"	0	7	1	192	"t"	"RandLetter"	"p13crandom.txt"
"19320"	"written"	"e"	1	"written"	0	7	1	192	"e"	"RandLetter"	"p13crandom.txt"
"19420"	"written"	"n"	1	"written"	0	7	1	160	"n"	"RandLetter"	"p13crandom.txt"
"19520"	"record"	"r"	1	"record"	0	6	1	1319	"r"	"RandLetter"	"p13crandom.txt"
"19620"	"record"	"e"	1	"record"	0	6	1	88	"e"	"RandLetter"	"p13crandom.txt"
"19720"	"record"	"c"	1	"record"	0	6	1	672	"c"	"RandLetter"	"p13crandom.txt"
"19820"	"record"	"o"	1	"record"	0	6	1	128	"o"	"RandLetter"	"p13crandom.txt"
"19920"	"record"	"r"	1	"record"	0	6	1	536	"r"	"RandLetter"	"p13crandom.txt"
"20020"	"record"	"d"	1	"record"	0	6	1	208	"d"	"RandLetter"	"p13crandom.txt"
"20124"	"of"	"o"	1	"of"	0	2	1	728	"o"	"RandLetter"	"p13crandom.txt"
"20222"	"of"	"f"	1	"of"	0	2	1	112	"f"	"RandLetter"	"p13crandom.txt"
"20320"	"dogs"	"d"	1	"dogs"	0	4	1	872	"d"	"RandLetter"	"p13crandom.txt"
"20420"	"dogs"	"o"	1	"dogs"	0	4	1	136	"o"	"RandLetter"	"p13crandom.txt"
"20520"	"dogs"	"g"	1	"dogs"	0	4	1	208	"g"	"RandLetter"	"p13crandom.txt"
"20620"	"dogs"	"s"	1	"dogs"	0	4	1	112	"s"	"RandLetter"	"p13crandom.txt"
"20720"	"working"	"w"	1	"working"	0	7	1	280	"w"	"RandLetter"	"p13crandom.txt"
"20820"	"working"	"o"	1	"working"	0	7	1	145	"o"	"RandLetter"	"p13crandom.txt"
"20920"	"working"	"r"	1	"working"	0	7	1	103	"r"	"RandLetter"	"p13crandom.txt"
"21024"	"working"	"k"	1	"working"	0	7	1	264	"k"	"RandLetter"	"p13crandom.txt"
"21124"	"working"	"i"	1	"working"	0	7	1	472	"i"	"RandLetter"	"p13crandom.txt"
"21223"	"working"	"n"	1	"working"	0	7	1	128	"n"	"RandLetter"	"p13crandom.txt"
"21321"	"working"	"g"	1	"working"	0	7	1	168	"g"	"RandLetter"	"p13crandom.txt"
"21421"	"with"	"w"	1	"with"	0	4	1	184	"w"	"RandLetter"	"p13crandom.txt"
"21520"	"with"	"i"	1	"with"	0	4	1	160	"i"	"RandLetter"	"p13crandom.txt"
"21620"	"with"	"t"	1	"with"	0	4	1	120	"t"	"RandLetter"	"p13crandom.txt"
"21720"	"with"	"h"	1	"with"	0	4	1	128	"h"	"RandLetter"	"p13crandom.txt"
"21820"	"livestock"	"l"	1	"livestock"	0	9	1	368	"l"	"RandLetter"	"p13crandom.txt"
"21920"	"livestock"	"i"	1	"livestock"	0	9	1	216	"i"	"RandLetter"	"p13crandom.txt"
"22020"	"livestock"	"v"	1	"livestock"	0	9	1	320	"v"	"RandLetter"	"p13crandom.txt"
"22124"	"livestock"	"e"	1	"livestock"	0	9	1	168	"e"	"RandLetter"	"p13crandom.txt"
"22222"	"livestock"	"s"	1	"livestock"	0	9	1	568	"s"	"RandLetter"	"p13crandom.txt"
"22320"	"livestock"	"t"	1	"livestock"	0	9	1	1128	"t"	"RandLetter"	"p13crandom.txt"
"22420"	"livestock"	"o"	1	"livestock"	0	9	1	312	"o"	"RandLetter"	"p13crandom.txt"
"22520"	"livestock"	"c"	1	"livestock"	0	9	1	488	"c"	"RandLetter"	"p13crandom.txt"
"22620"	"livestock"	"k"	1	"livestock"	0	9	1	361	"k"	"RandLetter"	"p13crandom.txt"
"22720"	"in"	"i"	1	"in"	0	2	1	127	"i"	"RandLetter"	"p13crandom.txt"
"22820"	"in"	"n"	1	"in"	0	2	1	112	"n"	"RandLetter"	"p13crandom.txt"
"22920"	"any"	"a"	1	"any"	0	3	1	553	"a"	"RandLetter"	"p13crandom.txt"
"23020"	"any"	"n"	1	"any"	0	3	1	215	"n"	"RandLetter"	"p13crandom.txt"
"23124"	"any"	"y"	1	"any"	0	3	1	240	"y"	"RandLetter"	"p13crandom.txt"
"23222"	"way"	"w"	1	"way"	0	3	1	920	"w"	"RandLetter"	"p13crandom.txt"
"23320"	"way"	"a"	1	"way"	0	3	1	128	"a"	"RandLetter"	"p13crandom.txt"
"23420"	"way"	"y"	1	"way"	0	3	1	240	"y"	"RandLetter"	"p13crandom.txt"
"23520"	"until"	"u"	1	"until"	0	5	1	2465	"u"	"RandLetter"	"p13crandom.txt"
"23620"	"until"	"n"	1	"until"	0	5	1	119	"n"	"RandLetter"	"p13crandom.txt"
"23720"	"until"	"t"	1	"until"	0	5	1	296	"t"	"RandLetter"	"p13crandom.txt"
"23820"	"until"	"i"	1	"until"	0	5	1	184	"i"	"RandLetter"	"p13crandom.txt"
"23920"	"until"	"l"	1	"until"	0	5	1	216	"l"	"RandLetter"	"p13crandom.txt"
"24020"	"the"	"t"	1	"the"	0	3	1	1033	"t"	"RandLetter"	"p13crandom.txt"
"24124"	"the"	"h"	1	"the"	0	3	1	87	"h"	"RandLetter"	"p13crandom.txt"
"24222"	"the"	"e"	1	"the"	0	3	1	120	"e"	"RandLetter"	"p13crandom.txt"
"24320"	"Book"	"B"	1	"Book"	0	4	1	359	"B"	"RandLetter"	"p13crandom.txt"
"24420"	"Book"	"o"	1	"Book"	0	4	1	312	"o"	"RandLetter"	"p13crandom.txt"
"24520"	"Book"	"o"	1	"Book"	0	4	1	153	"o"	"RandLetter"	"p13crandom.txt"
"24620"	"Book"	"k"	1	"Book"	0	4	1	119	"k"	"RandLetter"	"p13crandom.txt"
"24720"	"of"	"o"	1	"of"	0	2	1	673	"o"	"RandLetter"	"p13crandom.txt"
"24820"	"of"	"f"	1	"of"	0	2	1	127	"f"	"RandLetter"	"p13crandom.txt"
"24920"	"H"	"H"	0	""	1	0	Inf	1017	"H"	"RandLetter"	"p13crandom.txt"
"25020"	"Job"	"J"	1	"Job"	0	3	1	303	"J"	"RandLetter"	"p13crandom.txt"
"25124"	"Job"	"o"	1	"Job"	0	3	1	120	"o"	"RandLetter"	"p13crandom.txt"
"25222"	"Job"	"b"	1	"Job"	0	3	1	769	"b"	"RandLetter"	"p13crandom.txt"
"25320"	"in"	"i"	1	"in"	0	2	1	152	"i"	"RandLetter"	"p13crandom.txt"
"25420"	"in"	"n"	1	"in"	0	2	1	120	"n"	"RandLetter"	"p13crandom.txt"
"25520"	"the"	"t"	1	"the"	0	3	1	361	"t"	"RandLetter"	"p13crandom.txt"
"25620"	"the"	"h"	1	"the"	0	3	1	143	"h"	"RandLetter"	"p13crandom.txt"
"25720"	"the"	"e"	1	"the"	0	3	1	96	"e"	"RandLetter"	"p13crandom.txt"
"25820"	"TEstmant."	"T"	0	"Testament."	3	10	0.7	1521	"T"	"RandLetter"	"p13crandom.txt"
"25920"	"TEstmant."	"E"	0	"Testament."	3	10	0.7	79	"E"	"RandLetter"	"p13crandom.txt"
"26020"	"TEstmant."	"s"	0	"Testament."	3	10	0.7	248	"s"	"RandLetter"	"p13crandom.txt"
"26124"	"TEstmant."	"t"	0	"Testament."	3	10	0.7	208	"t"	"RandLetter"	"p13crandom.txt"
"26222"	"TEstmant."	"m"	0	"Testament."	3	10	0.7	817	"m"	"RandLetter"	"p13crandom.txt"
"26320"	"TEstmant."	"a"	0	"Testament."	3	10	0.7	95	"a"	"RandLetter"	"p13crandom.txt"
"26420"	"TEstmant."	"n"	0	"Testament."	3	10	0.7	1272	"n"	"RandLetter"	"p13crandom.txt"
"26520"	"TEstmant."	"t"	0	"Testament."	3	10	0.7	480	"t"	"RandLetter"	"p13crandom.txt"
"26620"	"TEstmant."	"."	0	"Testament."	3	10	0.7	649	"."	"RandLetter"	"p13crandom.txt"
"26720"	"Even"	"E"	1	"Even"	0	4	1	224	"E"	"RandLetter"	"p13crandom.txt"
"26820"	"Even"	"v"	1	"Even"	0	4	1	248	"v"	"RandLetter"	"p13crandom.txt"
"26920"	"Even"	"e"	1	"Even"	0	4	1	96	"e"	"RandLetter"	"p13crandom.txt"
"27020"	"Even"	"n"	1	"Even"	0	4	1	529	"n"	"RandLetter"	"p13crandom.txt"
"27124"	"here"	"h"	1	"here"	0	4	1	1041	"h"	"RandLetter"	"p13crandom.txt"
"27222"	"here"	"e"	1	"here"	0	4	1	119	"e"	"RandLetter"	"p13crandom.txt"
"27320"	"here"	"r"	1	"here"	0	4	1	128	"r"	"RandLetter"	"p13crandom.txt"
"27420"	"here"	"e"	1	"here"	0	4	1	136	"e"	"RandLetter"	"p13crandom.txt"
"27520"	"they"	"t"	1	"they"	0	4	1	584	"t"	"RandLetter"	"p13crandom.txt"
"27620"	"they"	"h"	1	"they"	0	4	1	79	"h"	"RandLetter"	"p13crandom.txt"
"27720"	"they"	"e"	1	"they"	0	4	1	112	"e"	"RandLetter"	"p13crandom.txt"
"27820"	"they"	"y"	1	"they"	0	4	1	184	"y"	"RandLetter"	"p13crandom.txt"
"27920"	"are"	"a"	1	"are"	0	3	1	1320	"a"	"RandLetter"	"p13crandom.txt"
"28020"	"are"	"r"	1	"are"	0	3	1	143	"r"	"RandLetter"	"p13crandom.txt"
"28124"	"are"	"e"	1	"are"	0	3	1	80	"e"	"RandLetter"	"p13crandom.txt"
"28222"	"referrred"	"r"	0	"referred"	1	8	0.875	249	"r"	"RandLetter"	"p13crandom.txt"
"28320"	"referrred"	"e"	0	"referred"	1	8	0.875	87	"e"	"RandLetter"	"p13crandom.txt"
"28420"	"referrred"	"f"	0	"referred"	1	8	0.875	408	"f"	"RandLetter"	"p13crandom.txt"
"28520"	"referrred"	"e"	0	"referred"	1	8	0.875	88	"e"	"RandLetter"	"p13crandom.txt"
"28620"	"referrred"	"r"	0	"referred"	1	8	0.875	120	"r"	"RandLetter"	"p13crandom.txt"
"28720"	"referrred"	"r"	0	"referred"	1	8	0.875	897	"r"	"RandLetter"	"p13crandom.txt"
"28820"	"referrred"	"r"	0	"referred"	1	8	0.875	167	"r"	"RandLetter"	"p13crandom.txt"
"28920"	"referrred"	"e"	0	"referred"	1	8	0.875	80	"e"	"RandLetter"	"p13crandom.txt"
"29020"	"referrred"	"d"	0	"referred"	1	8	0.875	137	"d"	"RandLetter"	"p13crandom.txt"
"29124"	"to"	"t"	1	"to"	0	2	1	913	"t"	"RandLetter"	"p13crandom.txt"
"29222"	"to"	"o"	1	"to"	0	2	1	167	"o"	"RandLetter"	"p13crandom.txt"
"29320"	"the"	"t"	1	"the"	0	3	1	1825	"t"	"RandLetter"	"p13crandom.txt"
"29420"	"the"	"h"	1	"the"	0	3	1	191	"h"	"RandLetter"	"p13crandom.txt"
"29520"	"the"	"e"	1	"the"	0	3	1	136	"e"	"RandLetter"	"p13crandom.txt"
"29620"	"only"	"o"	1	"only"	0	4	1	992	"o"	"RandLetter"	"p13crandom.txt"
"29720"	"only"	"n"	1	"only"	0	4	1	208	"n"	"RandLetter"	"p13crandom.txt"
"29820"	"only"	"l"	1	"only"	0	4	1	176	"l"	"RandLetter"	"p13crandom.txt"
"29920"	"only"	"y"	1	"only"	0	4	1	128	"y"	"RandLetter"	"p13crandom.txt"
"30020"	"briefyl"	"b"	0	"briefly,"	2	8	0.75	488	"b"	"RandLetter"	"p13crandom.txt"
"30124"	"briefyl"	"r"	0	"briefly,"	2	8	0.75	120	"r"	"RandLetter"	"p13crandom.txt"
"30222"	"briefyl"	"i"	0	"briefly,"	2	8	0.75	208	"i"	"RandLetter"	"p13crandom.txt"
"30320"	"briefyl"	"e"	0	"briefly,"	2	8	0.75	80	"e"	"RandLetter"	"p13crandom.txt"
"30420"	"briefyl"	"f"	0	"briefly,"	2	8	0.75	2240	"f"	"RandLetter"	"p13crandom.txt"
"30520"	"briefyl"	"y"	0	"briefly,"	2	8	0.75	240	"y"	"RandLetter"	"p13crandom.txt"
"30620"	"briefyl"	"l"	0	"briefly,"	2	8	0.75	136	"l"	"RandLetter"	"p13crandom.txt"
"30720"	","	","	0	""	1	0	Inf	1328	","	"RandLetter"	"p13crandom.txt"
"30820"	"the"	"t"	1	"the"	0	3	1	449	"t"	"RandLetter"	"p13crandom.txt"
"30920"	"the"	"h"	1	"the"	0	3	1	167	"h"	"RandLetter"	"p13crandom.txt"
"31024"	"the"	"e"	1	"the"	0	3	1	168	"e"	"RandLetter"	"p13crandom.txt"
"31124"	"and"	"a"	1	"and"	0	3	1	336	"a"	"RandLetter"	"p13crandom.txt"
"31223"	"and"	"n"	1	"and"	0	3	1	2560	"n"	"RandLetter"	"p13crandom.txt"
"31321"	"and"	"d"	1	"and"	0	3	1	240	"d"	"RandLetter"	"p13crandom.txt"
"31421"	"it"	"i"	1	"it"	0	2	1	1415	"i"	"RandLetter"	"p13crandom.txt"
"31520"	"it"	"t"	1	"it"	0	2	1	65	"t"	"RandLetter"	"p13crandom.txt"
"31620"	"would"	"w"	1	"would"	0	5	1	152	"w"	"RandLetter"	"p13crandom.txt"
"31720"	"would"	"o"	1	"would"	0	5	1	168	"o"	"RandLetter"	"p13crandom.txt"
"31820"	"would"	"u"	1	"would"	0	5	1	88	"u"	"RandLetter"	"p13crandom.txt"
"31920"	"would"	"l"	1	"would"	0	5	1	216	"l"	"RandLetter"	"p13crandom.txt"
"32020"	"would"	"d"	1	"would"	0	5	1	208	"d"	"RandLetter"	"p13crandom.txt"
"32124"	"seem"	"s"	1	"seem"	0	4	1	921	"s"	"RandLetter"	"p13crandom.txt"
"32222"	"seem"	"e"	1	"seem"	0	4	1	271	"e"	"RandLetter"	"p13crandom.txt"
"32320"	"seem"	"e"	1	"seem"	0	4	1	192	"e"	"RandLetter"	"p13crandom.txt"
"32420"	"seem"	"m"	1	"seem"	0	4	1	169	"m"	"RandLetter"	"p13crandom.txt"
"32520"	"that"	"t"	1	"that"	0	4	1	1216	"t"	"RandLetter"	"p13crandom.txt"
"32620"	"that"	"h"	1	"that"	0	4	1	120	"h"	"RandLetter"	"p13crandom.txt"
"32720"	"that"	"a"	1	"that"	0	4	1	200	"a"	"RandLetter"	"p13crandom.txt"
"32820"	"that"	"t"	1	"that"	0	4	1	168	"t"	"RandLetter"	"p13crandom.txt"
"32920"	"they"	"t"	1	"they"	0	4	1	1728	"t"	"RandLetter"	"p13crandom.txt"
"33020"	"they"	"h"	1	"they"	0	4	1	152	"h"	"RandLetter"	"p13crandom.txt"
"33124"	"they"	"e"	1	"they"	0	4	1	40	"e"	"RandLetter"	"p13crandom.txt"
"33222"	"they"	"y"	1	"they"	0	4	1	160	"y"	"RandLetter"	"p13crandom.txt"
"33320"	"were"	"w"	1	"were"	0	4	1	1753	"w"	"RandLetter"	"p13crandom.txt"
"33420"	"were"	"e"	1	"were"	0	4	1	215	"e"	"RandLetter"	"p13crandom.txt"
"33520"	"were"	"r"	1	"were"	0	4	1	96	"r"	"RandLetter"	"p13crandom.txt"
"33620"	"were"	"e"	1	"were"	0	4	1	144	"e"	"RandLetter"	"p13crandom.txt"
"33720"	"guard"	"g"	1	"guard"	0	5	1	385	"g"	"RandLetter"	"p13crandom.txt"
"33820"	"guard"	"u"	1	"guard"	0	5	1	151	"u"	"RandLetter"	"p13crandom.txt"
"33920"	"guard"	"a"	1	"guard"	0	5	1	128	"a"	"RandLetter"	"p13crandom.txt"
"34020"	"guard"	"r"	1	"guard"	0	5	1	1208	"r"	"RandLetter"	"p13crandom.txt"
"34124"	"guard"	"d"	1	"guard"	0	5	1	208	"d"	"RandLetter"	"p13crandom.txt"
"34222"	"dogs"	"d"	1	"dogs"	0	4	1	1423	"d"	"RandLetter"	"p13crandom.txt"
"34320"	"dogs"	"o"	1	"dogs"	0	4	1	160	"o"	"RandLetter"	"p13crandom.txt"
"34420"	"dogs"	"g"	1	"dogs"	0	4	1	256	"g"	"RandLetter"	"p13crandom.txt"
"34520"	"dogs"	"s"	1	"dogs"	0	4	1	209	"s"	"RandLetter"	"p13crandom.txt"
"34620"	"only,"	"o"	1	"only,"	0	5	1	1256	"o"	"RandLetter"	"p13crandom.txt"
"34720"	"only,"	"n"	1	"only,"	0	5	1	184	"n"	"RandLetter"	"p13crandom.txt"
"34820"	"only,"	"l"	1	"only,"	0	5	1	152	"l"	"RandLetter"	"p13crandom.txt"
"34920"	"only,"	"y"	1	"only,"	0	5	1	128	"y"	"RandLetter"	"p13crandom.txt"
"35020"	"only,"	","	1	"only,"	0	5	1	200	","	"RandLetter"	"p13crandom.txt"
"35124"	"even"	"e"	1	"even"	0	4	1	2600	"e"	"RandLetter"	"p13crandom.txt"
"35222"	"even"	"v"	1	"even"	0	4	1	209	"v"	"RandLetter"	"p13crandom.txt"
"35320"	"even"	"e"	1	"even"	0	4	1	71	"e"	"RandLetter"	"p13crandom.txt"
"35420"	"even"	"n"	1	"even"	0	4	1	176	"n"	"RandLetter"	"p13crandom.txt"
"35520"	"then."	"t"	1	"then."	0	5	1	1112	"t"	"RandLetter"	"p13crandom.txt"
"35620"	"then."	"h"	1	"then."	0	5	1	104	"h"	"RandLetter"	"p13crandom.txt"
"35720"	"then."	"e"	1	"then."	0	5	1	80	"e"	"RandLetter"	"p13crandom.txt"
"35820"	"then."	"n"	1	"then."	0	5	1	184	"n"	"RandLetter"	"p13crandom.txt"
"35920"	"then."	"."	1	"then."	0	5	1	584	"."	"RandLetter"	"p13crandom.txt"
"36020"	"THe"	"T"	1	"THe"	0	3	1	352	"T"	"RandLetter"	"p13crandom.txt"
"36124"	"THe"	"H"	1	"THe"	0	3	1	105	"H"	"RandLetter"	"p13crandom.txt"
"36222"	"THe"	"e"	1	"THe"	0	3	1	199	"e"	"RandLetter"	"p13crandom.txt"
"36320"	"modern"	"m"	1	"modern"	0	6	1	575	"m"	"RandLetter"	"p13crandom.txt"
"36420"	"modern"	"o"	1	"modern"	0	6	1	104	"o"	"RandLetter"	"p13crandom.txt"
"36520"	"modern"	"d"	1	"modern"	0	6	1	305	"d"	"RandLetter"	"p13crandom.txt"
"36620"	"modern"	"e"	1	"modern"	0	6	1	727	"e"	"RandLetter"	"p13crandom.txt"
"36720"	"modern"	"r"	1	"modern"	0	6	1	177	"r"	"RandLetter"	"p13crandom.txt"
"36820"	"modern"	"n"	1	"modern"	0	6	1	343	"n"	"RandLetter"	"p13crandom.txt"
"36920"	"reference"	"r"	1	"reference"	0	9	1	481	"r"	"RandLetter"	"p13crandom.txt"
"37020"	"reference"	"e"	1	"reference"	0	9	1	87	"e"	"RandLetter"	"p13crandom.txt"
"37124"	"reference"	"f"	1	"reference"	0	9	1	1001	"f"	"RandLetter"	"p13crandom.txt"
"37222"	"reference"	"e"	1	"reference"	0	9	1	103	"e"	"RandLetter"	"p13crandom.txt"
"37320"	"reference"	"r"	1	"reference"	0	9	1	152	"r"	"RandLetter"	"p13crandom.txt"
"37420"	"reference"	"e"	1	"reference"	0	9	1	128	"e"	"RandLetter"	"p13crandom.txt"
"37520"	"reference"	"n"	1	"reference"	0	9	1	784	"n"	"RandLetter"	"p13crandom.txt"
"37620"	"reference"	"c"	1	"reference"	0	9	1	1568	"c"	"RandLetter"	"p13crandom.txt"
"37720"	"reference"	"e"	1	"reference"	0	9	1	168	"e"	"RandLetter"	"p13crandom.txt"
"37820"	"to"	"t"	1	"to"	0	2	1	648	"t"	"RandLetter"	"p13crandom.txt"
"37920"	"to"	"o"	1	"to"	0	2	1	144	"o"	"RandLetter"	"p13crandom.txt"
"38020"	"a"	"a"	1	"a"	0	1	1	296	"a"	"RandLetter"	"p13crandom.txt"
"38124"	"dog"	"d"	1	"dog"	0	3	1	1112	"d"	"RandLetter"	"p13crandom.txt"
"38222"	"dog"	"o"	1	"dog"	0	3	1	128	"o"	"RandLetter"	"p13crandom.txt"
"38320"	"dog"	"g"	1	"dog"	0	3	1	376	"g"	"RandLetter"	"p13crandom.txt"
"38420"	"working"	"w"	1	"working"	0	7	1	448	"w"	"RandLetter"	"p13crandom.txt"
"38520"	"working"	"o"	1	"working"	0	7	1	136	"o"	"RandLetter"	"p13crandom.txt"
"38620"	"working"	"r"	1	"working"	0	7	1	104	"r"	"RandLetter"	"p13crandom.txt"
"38720"	"working"	"k"	1	"working"	0	7	1	128	"k"	"RandLetter"	"p13crandom.txt"
"38820"	"working"	"i"	1	"working"	0	7	1	184	"i"	"RandLetter"	"p13crandom.txt"
"38920"	"working"	"n"	1	"working"	0	7	1	104	"n"	"RandLetter"	"p13crandom.txt"
"39020"	"working"	"g"	1	"working"	0	7	1	200	"g"	"RandLetter"	"p13crandom.txt"
"39124"	"sheep"	"s"	1	"sheep"	0	5	1	1112	"s"	"RandLetter"	"p13crandom.txt"
"39222"	"sheep"	"h"	1	"sheep"	0	5	1	128	"h"	"RandLetter"	"p13crandom.txt"
"39320"	"sheep"	"e"	1	"sheep"	0	5	1	144	"e"	"RandLetter"	"p13crandom.txt"
"39420"	"sheep"	"e"	1	"sheep"	0	5	1	177	"e"	"RandLetter"	"p13crandom.txt"
"39520"	"sheep"	"p"	1	"sheep"	0	5	1	87	"p"	"RandLetter"	"p13crandom.txt"
"39620"	"in"	"i"	1	"in"	0	2	1	1272	"i"	"RandLetter"	"p13crandom.txt"
"39720"	"in"	"n"	1	"in"	0	2	1	64	"n"	"RandLetter"	"p13crandom.txt"
"39820"	"a"	"a"	1	"a"	0	1	1	208	"a"	"RandLetter"	"p13crandom.txt"
"39920"	"smiliar"	"s"	0	"similar"	2	7	0.714285714285714	520	"s"	"RandLetter"	"p13crandom.txt"
"40020"	"smiliar"	"m"	0	"similar"	2	7	0.714285714285714	353	"m"	"RandLetter"	"p13crandom.txt"
"40124"	"smiliar"	"i"	0	"similar"	2	7	0.714285714285714	111	"i"	"RandLetter"	"p13crandom.txt"
"40222"	"smiliar"	"l"	0	"similar"	2	7	0.714285714285714	176	"l"	"RandLetter"	"p13crandom.txt"
"40320"	"smiliar"	"i"	0	"similar"	2	7	0.714285714285714	104	"i"	"RandLetter"	"p13crandom.txt"
"40420"	"smiliar"	"a"	0	"similar"	2	7	0.714285714285714	2904	"a"	"RandLetter"	"p13crandom.txt"
"40520"	"smiliar"	"r"	0	"similar"	2	7	0.714285714285714	136	"r"	"RandLetter"	"p13crandom.txt"
"40620"	"manner"	"m"	1	"manner"	0	6	1	224	"m"	"RandLetter"	"p13crandom.txt"
"40720"	"manner"	"a"	1	"manner"	0	6	1	96	"a"	"RandLetter"	"p13crandom.txt"
"40820"	"manner"	"n"	1	"manner"	0	6	1	152	"n"	"RandLetter"	"p13crandom.txt"
"40920"	"manner"	"n"	1	"manner"	0	6	1	624	"n"	"RandLetter"	"p13crandom.txt"
"41024"	"manner"	"e"	1	"manner"	0	6	1	56	"e"	"RandLetter"	"p13crandom.txt"
"41124"	"manner"	"r"	1	"manner"	0	6	1	112	"r"	"RandLetter"	"p13crandom.txt"
"41223"	"to"	"t"	1	"to"	0	2	1	319	"t"	"RandLetter"	"p13crandom.txt"
"41321"	"to"	"o"	1	"to"	0	2	1	176	"o"	"RandLetter"	"p13crandom.txt"
"41421"	"modern"	"m"	1	"modern"	0	6	1	240	"m"	"RandLetter"	"p13crandom.txt"
"41520"	"modern"	"o"	1	"modern"	0	6	1	153	"o"	"RandLetter"	"p13crandom.txt"
"41620"	"modern"	"d"	1	"modern"	0	6	1	455	"d"	"RandLetter"	"p13crandom.txt"
"41720"	"modern"	"e"	1	"modern"	0	6	1	280	"e"	"RandLetter"	"p13crandom.txt"
"41820"	"modern"	"r"	1	"modern"	0	6	1	128	"r"	"RandLetter"	"p13crandom.txt"
"41920"	"modern"	"n"	1	"modern"	0	6	1	312	"n"	"RandLetter"	"p13crandom.txt"
"42020"	"to"	"t"	1	"to"	0	2	1	712	"t"	"RandLetter"	"p13crandom.txt"
"42124"	"to"	"o"	1	"to"	0	2	1	168	"o"	"RandLetter"	"p13crandom.txt"
"42222"	"modern"	"m"	1	"modern"	0	6	1	1809	"m"	"RandLetter"	"p13crandom.txt"
"42320"	"modern"	"o"	1	"modern"	0	6	1	87	"o"	"RandLetter"	"p13crandom.txt"
"42420"	"modern"	"d"	1	"modern"	0	6	1	168	"d"	"RandLetter"	"p13crandom.txt"
"42520"	"modern"	"e"	1	"modern"	0	6	1	104	"e"	"RandLetter"	"p13crandom.txt"
"42620"	"modern"	"r"	1	"modern"	0	6	1	112	"r"	"RandLetter"	"p13crandom.txt"
"42720"	"modern"	"n"	1	"modern"	0	6	1	216	"n"	"RandLetter"	"p13crandom.txt"
"42820"	"Border"	"B"	1	"Border"	0	6	1	1217	"B"	"RandLetter"	"p13crandom.txt"
"42920"	"Border"	"o"	1	"Border"	0	6	1	279	"o"	"RandLetter"	"p13crandom.txt"
"43020"	"Border"	"r"	1	"Border"	0	6	1	288	"r"	"RandLetter"	"p13crandom.txt"
"43124"	"Border"	"d"	1	"Border"	0	6	1	224	"d"	"RandLetter"	"p13crandom.txt"
"43222"	"Border"	"e"	1	"Border"	0	6	1	201	"e"	"RandLetter"	"p13crandom.txt"
"43320"	"Border"	"r"	1	"Border"	0	6	1	71	"r"	"RandLetter"	"p13crandom.txt"
"43420"	"Collies"	"C"	0	"Collie"	1	6	0.833333333333333	1009	"C"	"RandLetter"	"p13crandom.txt"
"43520"	"Collies"	"o"	0	"Collie"	1	6	0.833333333333333	151	"o"	"RandLetter"	"p13crandom.txt"
"43620"	"Collies"	"l"	0	"Collie"	1	6	0.833333333333333	192	"l"	"RandLetter"	"p13crandom.txt"
"43720"	"Collies"	"l"	0	"Collie"	1	6	0.833333333333333	120	"l"	"RandLetter"	"p13crandom.txt"
"43820"	"Collies"	"i"	0	"Collie"	1	6	0.833333333333333	193	"i"	"RandLetter"	"p13crandom.txt"
"43920"	"Collies"	"e"	0	"Collie"	1	6	0.833333333333333	111	"e"	"RandLetter"	"p13crandom.txt"
"44020"	"Collies"	"s"	0	"Collie"	1	6	0.833333333333333	112	"s"	"RandLetter"	"p13crandom.txt"
"44124"	"was"	"w"	1	"was"	0	3	1	641	"w"	"RandLetter"	"p13crandom.txt"
"44222"	"was"	"a"	1	"was"	0	3	1	79	"a"	"RandLetter"	"p13crandom.txt"
"44320"	"was"	"s"	1	"was"	0	3	1	152	"s"	"RandLetter"	"p13crandom.txt"
"44420"	"made"	"m"	1	"made"	0	4	1	3536	"m"	"RandLetter"	"p13crandom.txt"
"44520"	"made"	"a"	1	"made"	0	4	1	104	"a"	"RandLetter"	"p13crandom.txt"
"44620"	"made"	"d"	1	"made"	0	4	1	136	"d"	"RandLetter"	"p13crandom.txt"
"44720"	"made"	"e"	1	"made"	0	4	1	160	"e"	"RandLetter"	"p13crandom.txt"
"44820"	"in"	"i"	1	"in"	0	2	1	561	"i"	"RandLetter"	"p13crandom.txt"
"44920"	"in"	"n"	1	"in"	0	2	1	111	"n"	"RandLetter"	"p13crandom.txt"
"45020"	"the"	"t"	1	"the"	0	3	1	1169	"t"	"RandLetter"	"p13crandom.txt"
"45124"	"the"	"h"	1	"the"	0	3	1	223	"h"	"RandLetter"	"p13crandom.txt"
"45222"	"the"	"e"	1	"the"	0	3	1	104	"e"	"RandLetter"	"p13crandom.txt"
"45320"	"seventh"	"s"	0	"even"	3	4	0.25	431	"s"	"RandLetter"	"p13crandom.txt"
"45420"	"seventh"	"e"	0	"even"	3	4	0.25	208	"e"	"RandLetter"	"p13crandom.txt"
"45520"	"seventh"	"v"	0	"even"	3	4	0.25	232	"v"	"RandLetter"	"p13crandom.txt"
"45620"	"seventh"	"e"	0	"even"	3	4	0.25	129	"e"	"RandLetter"	"p13crandom.txt"
