Normal	Paragraph	4	Indeed it is difficult to know how man ever managed large flocks of sheep on the rough and hilly terrain of these areas without the help of these wonderful dogs.  The strains which proved most adept at the specialized type of work that was required were highly prized and selectively bred from.  This produced the sort of collie we know today and from looking at very old photographs it is remarkable how little they have changed in the last hundred years or so.  It proves that the early flockmasters knew well the type of dog that was built on the correct lines for the job it was intended to do.
Normal	Responses	4	Indeed it is difficult to know how man ever managed large flocks of sheep on the rough and hilly terrain of these areas without the hell p of these wonderful dogs. The strains which proved most adept at the specialized type of work that was required were highly prized and selectively red from. This produced the sort of collie we know today and from looking at ver o yokd photgraphs it is remarkable how lttle they have changed in the last hundred years or so. It proves that the early flockmstaers knew well the type of dog that was built on the correct lines ofor the job it was intended to do.
Normal	ReactionTimes	4	1395332762439,1395332762807,1395332763271,1395332763455,1395332763631,1395332763799,1395332763910,1395332764031,1395332764127,1395332764215,1395332764303,1395332764383,1395332764527,1395332764759,1395332764895,1395332764983,1395332765143,1395332765383,1395332765543,1395332765663,1395332765887,1395332766023,1395332766103,1395332766215,1395332766247,1395332766335,1395332766535,1395332766639,1395332766775,1395332766871,1395332766935,1395332767047,1395332767159,1395332767215,1395332767343,1395332767559,1395332767655,1395332767751,1395332767863,1395332768191,1395332768303,1395332768431,1395332768567,1395332768615,1395332768727,1395332768823,1395332768983,1395332769087,1395332769231,1395332769327,1395332769503,1395332769591,1395332769711,1395332769783,1395332769855,1395332770055,1395332770143,1395332770247,1395332770543,1395332770679,1395332770879,1395332771023,1395332771127,1395332771263,1395332771407,1395332771639,1395332771767,1395332771863,1395332772015,1395332772103,1395332772223,1395332772383,1395332772423,1395332772519,1395332772727,1395332772863,1395332772951,1395332773031,1395332773159,1395332773247,1395332773375,1395332773615,1395332773727,1395332773847,1395332773991,1395332774127,1395332774191,1395332774271,1395332774407,1395332774519,1395332774607,1395332774695,1395332774791,1395332775007,1395332775183,1395332775463,1395332775543,1395332775687,1395332775767,1395332775871,1395332776031,1395332776215,1395332776335,1395332776479,1395332776559,1395332776695,1395332776799,1395332776871,1395332776967,1395332777047,1395332777135,1395332777271,1395332777343,1395332777727,1395332777879,1395332778047,1395332778263,1395332778359,1395332778439,1395332778567,1395332778655,1395332778759,1395332778871,1395332778943,1395332779095,1395332779287,1395332779391,1395332779503,1395332779631,1395332779711,1395332779847,1395332779887,1395332779967,1395332780079,1395332780391,1395332780631,1395332781711,1395332783783,1395332783831,1395332784047,1395332784135,1395332784295,1395332785127,1395332785255,1395332785383,1395332785559,1395332785623,1395332785759,1395332785847,1395332785959,1395332786039,1395332786111,1395332786263,1395332786343,1395332786519,1395332786575,1395332786863,1395332787031,1395332787103,1395332787191,1395332787351,1395332787431,1395332787598,1395332787807,1395332787991,1395332788167,1395332788279,1395332788407,1395332788535,1395332788631,1395332788807,1395332788879,1395332788991,1395332789079,1395332789199,1395332789271,1395332789359,1395332789479,1395332789575,1395332789679,1395332789759,1395332789831,1395332789999,1395332790079,1395332790279,1395332790359,1395332790487,1395332790711,1395332790815,1395332791031,1395332791151,1395332791231,1395332791343,1395332791423,1395332791519,1395332791591,1395332791767,1395332791855,1395332791991,1395332792055,1395332792199,1395332792295,1395332792367,1395332792455,1395332792543,1395332792639,1395332792703,1395332792807,1395332792983,1395332793079,1395332793175,1395332793343,1395332793471,1395332793615,1395332793855,1395332794103,1395332794335,1395332794527,1395332794607,1395332794735,1395332794895,1395332795183,1395332795327,1395332795455,1395332795623,1395332795703,1395332795847,1395332795887,1395332795983,1395332796119,1395332796231,1395332796351,1395332796455,1395332796567,1395332796671,1395332796775,1395332796887,1395332797031,1395332797167,1395332797223,1395332797327,1395332797455,1395332797511,1395332797711,1395332797879,1395332797991,1395332798063,1395332798119,1395332798319,1395332798415,1395332798543,1395332798615,1395332798703,1395332798783,1395332798887,1395332799231,1395332799335,1395332799463,1395332799575,1395332799935,1395332800255,1395332800343,1395332800631,1395332800799,1395332800983,1395332801103,1395332801343,1395332801567,1395332801775,1395332801983,1395332802127,1395332802231,1395332802279,1395332802415,1395332802495,1395332802655,1395332802951,1395332803167,1395332803431,1395332803535,1395332803695,1395332803815,1395332803903,1395332804215,1395332804319,1395332804655,1395332804727,1395332805799,1395332805951,1395332806039,1395332806207,1395332806311,1395332806471,1395332807143,1395332807311,1395332807519,1395332807695,1395332807823,1395332807935,1395332807983,1395332808135,1395332808239,1395332808367,1395332809007,1395332809287,1395332809367,1395332809439,1395332809631,1395332809702,1395332809815,1395332809967,1395332810047,1395332810127,1395332810223,1395332810343,1395332810471,1395332810647,1395332810743,1395332810823,1395332810919,1395332811015,1395332811127,1395332811199,1395332811423,1395332811679,1395332811895,1395332811991,1395332812047,1395332812151,1395332812231,1395332812303,1395332812439,1395332812527,1395332812663,1395332812735,1395332812823,1395332812911,1395332813023,1395332813127,1395332813199,1395332813287,1395332813351,1395332813495,1395332813607,1395332813695,1395332813775,1395332813902,1395332814127,1395332814215,1395332814279,1395332814367,1395332814551,1395332814783,1395332814959,1395332815039,1395332815263,1395332815327,1395332815431,1395332815487,1395332815567,1395332815671,1395332815767,1395332815959,1395332816095,1395332816199,1395332816351,1395332817143,1395332819303,1395332819343,1395332819623,1395332820463,1395332820591,1395332820703,1395332821567,1395332821791,1395332821895,1395332822063,1395332822287,1395332822487,1395332822567,1395332823503,1395332823807,1395332823959,1395332824551,1395332824727,1395332824807,1395332824887,1395332824951,1395332825047,1395332825135,1395332825271,1395332825319,1395332825447,1395332825567,1395332825647,1395332825743,1395332825895,1395332826039,1395332826151,1395332826247,1395332826351,1395332826559,1395332826671,1395332826759,1395332826855,1395332827007,1395332827295,1395332828855,1395332828999,1395332829103,1395332829191,1395332829287,1395332829359,1395332829487,1395332829575,1395332829655,1395332830079,1395332830231,1395332830327,1395332830415,1395332830519,1395332830831,1395332830927,1395332831031,1395332831207,1395332831335,1395332831391,1395332831575,1395332831655,1395332831775,1395332831887,1395332831967,1395332832007,1395332832119,1395332832191,1395332832311,1395332832399,1395332832551,1395332832599,1395332832711,1395332832791,1395332832975,1395332833287,1395332833519,1395332833615,1395332833799,1395332833839,1395332834007,1395332834111,1395332834183,1395332834271,1395332834359,1395332834463,1395332834583,1395332834727,1395332834823,1395332834951,1395332835039,1395332835143,1395332835231,1395332835519,1395332835775,1395332836127,1395332836503,1395332836623,1395332836791,1395332836919,1395332837047,1395332837167,1395332837263,1395332837311,1395332837751,1395332837959,1395332838071,1395332838151,1395332838207,1395332838287,1395332838375,1395332838471,1395332838519,1395332838687,1395332839167,1395332839271,1395332839375,1395332839503,1395332839775,1395332839839,1395332839927,1395332840055,1395332840271,1395332840383,1395332840503,1395332840735,1395332840807,1395332840919,1395332841031,1395332841167,1395332841247,1395332841327,1395332841447,1395332841615,1395332841735,1395332841855,1395332841919,1395332842023,1395332842167,1395332842223,1395332842487,1395332842671,1395332842751,1395332842839,1395332842935,1395332843007,1395332843143,1395332843263,1395332843383,1395332843599,1395332843711,1395332843791,1395332843871,1395332843967,1395332844087,1395332844199,1395332844255,1395332844391,1395332844479,1395332844583,1395332844655,1395332844767,1395332844831,1395332844895,1395332844991,1395332845087,1395332845159,1395332845311,1395332845447,1395332845543,1395332845655,1395332845895,1395332846031,1395332846111,1395332846191,1395332846311,1395332846367,1395332846447,1395332846543,1395332846607,1395332846687,1395332846767,1395332846863,1395332847183,1395332847351,1395332847423,1395332847599,1395332847815,1395332847919,1395332848031,1395332848367,1395332848503,1395332848599,1395332848671,1395332848815,1395332849079,1395332849551,1395332850183,1395332850303,1395332850447,1395332850559,1395332850663,1395332850727,1395332850847,1395332851319,1395332851439,1395332851599,1395332851727,1395332851855,1395332851951,1395332852063,1395332852151,1395332852287,1395332852375,1395332852479,1395332852591,1395332852711,1395332852807,1395332852855,1395332853071,1395332853159,1395332853399,1395332853543,1395332853671,1395332853727,1395332853823,1395332853887,1395332853991,1395332854079,1395332854407,
QData	0	100	0	0
TalkWord	Paragraph	4	The natural working ability in Border Collies makes them most easy to train, yet there are some dogs that have no working instinct whatever, and will never become effective sheep workers however long they are trained. It is not unusual for farmers to buy a fully or partly trained dog, as some have neither the time nor the ability to train the dogs themselves.  It also means that they do not waste valuable time on a dog that may not turn out to be a successful worker.  Many farmers find that the cost of such a dog is well worth it. Even good trial dogs sometimes change ownership, but the prices are very high.
TalkWord	Responses	4	The natural workig ability in Border cOllies makes them most easy to train, yet there are some dogs that have no working instinct whatever, and will never become effective sheep workers however lon gthey are trained. IT is not unsual for farmers to buy a fully or partly trained dog, as some have neither the time nor the ability to train te hdogs themselves. It also means that they do not waste caluable time on a dog that may not turn out to be a sucesful worker. Many farmers find that the cost of such a dog is well worth i.t even good trials dogs sometimes change ownership, but the prcices are very high.
TalkWord	ReactionTimes	4	1395332991159,1395332991375,1395332991447,1395332991543,1395332991751,1395332992023,1395332992591,1395332992711,1395332992831,1395332992895,1395332992975,1395332993103,1395332993167,1395332993255,1395332993399,1395332993543,1395332993767,1395332993983,1395332994143,1395332994319,1395332994383,1395332994463,1395332994695,1395332994911,1395332995071,1395332995175,1395332995279,1395332995479,1395332995631,1395332995743,1395332995991,1395332996175,1395332996255,1395332996335,1395332996559,1395332996623,1395332996695,1395332996863,1395332997071,1395332997319,1395332997479,1395332997839,1395332997975,1395332998023,1395332998135,1395332998359,1395332998447,1395332998847,1395332998959,1395332998999,1395332999079,1395332999191,1395332999255,1395332999335,1395332999487,1395332999551,1395332999759,1395332999847,1395332999943,1395333000015,1395333000087,1395333000183,1395333000271,1395333000319,1395333000511,1395333000631,1395333000823,1395333000887,1395333000967,1395333001079,1395333001255,1395333001311,1395333001391,1395333001503,1395333001799,1395333001927,1395333002207,1395333002335,1395333002415,1395333002503,1395333002615,1395333002687,1395333002767,1395333002863,1395333002935,1395333003047,1395333003167,1395333003231,1395333003295,1395333003375,1395333003462,1395333003591,1395333003711,1395333003783,1395333003847,1395333003951,1395333004023,1395333004143,1395333004199,1395333004279,1395333004407,1395333004511,1395333004607,1395333004719,1395333004887,1395333005055,1395333005175,1395333005303,1395333005367,1395333005407,1395333005559,1395333005655,1395333005783,1395333005823,1395333005943,1395333006047,1395333006199,1395333006431,1395333006503,1395333006631,1395333006703,1395333006823,1395333006927,1395333007111,1395333007255,1395333007367,1395333007431,1395333007543,1395333007767,1395333007823,1395333007983,1395333008183,1395333008383,1395333008495,1395333008839,1395333008975,1395333009103,1395333009215,1395333009319,1395333009399,1395333009511,1395333009655,1395333009711,1395333009767,1395333009887,1395333009927,1395333010151,1395333010335,1395333010407,1395333010535,1395333010599,1395333010719,1395333010847,1395333010951,1395333011039,1395333011199,1395333011271,1395333011591,1395333011711,1395333011799,1395333011911,1395333012007,1395333012111,1395333012183,1395333012343,1395333012423,1395333012599,1395333012807,1395333012871,1395333013063,1395333013127,1395333013295,1395333013655,1395333013815,1395333013967,1395333014127,1395333014175,1395333014271,1395333014375,1395333014463,1395333014599,1395333014751,1395333014839,1395333014911,1395333014983,1395333015215,1395333015431,1395333015559,1395333015647,1395333015799,1395333015967,1395333016103,1395333016207,1395333016287,1395333016407,1395333016631,1395333016759,1395333016879,1395333016887,1395333017135,1395333017215,1395333017351,1395333017487,1395333017543,1395333017671,1395333017759,1395333017839,1395333018127,1395333018319,1395333018503,1395333018567,1395333018639,1395333018695,1395333018815,1395333018991,1395333019095,1395333019263,1395333019575,1395333019671,1395333019743,1395333019807,1395333019895,1395333020015,1395333020151,1395333020239,1395333020311,1395333020407,1395333020623,1395333020879,1395333021063,1395333021759,1395333021895,1395333022055,1395333022167,1395333022303,1395333022407,1395333022543,1395333022583,1395333022831,1395333022919,1395333023047,1395333023135,1395333023231,1395333023327,1395333023407,1395333023487,1395333023623,1395333023663,1395333023767,1395333023903,1395333024055,1395333024319,1395333024439,1395333024543,1395333024647,1395333024719,1395333024831,1395333025119,1395333025287,1395333025559,1395333025647,1395333025815,1395333025943,1395333026039,1395333026167,1395333026255,1395333026295,1395333026487,1395333026551,1395333026831,1395333026919,1395333026999,1395333027167,1395333027215,1395333027295,1395333027383,1395333027455,1395333027631,1395333027695,1395333027807,1395333027879,1395333028031,1395333028223,1395333028367,1395333028447,1395333028511,1395333028607,1395333028711,1395333028807,1395333028879,1395333029015,1395333029103,1395333029215,1395333029295,1395333029383,1395333029455,1395333029511,1395333029711,1395333029799,1395333029903,1395333030039,1395333030135,1395333030263,1395333030327,1395333030423,1395333030575,1395333030663,1395333030751,1395333030807,1395333031407,1395333031511,1395333031671,1395333031791,1395333031895,1395333032023,1395333032119,1395333032183,1395333032279,1395333032359,1395333032471,1395333032551,1395333032671,1395333032815,1395333032927,1395333033063,1395333033279,1395333033535,1395333033679,1395333033783,1395333033879,1395333034007,1395333034119,1395333034167,1395333034295,1395333034447,1395333034519,1395333034583,1395333034671,1395333034751,1395333034815,1395333034983,1395333035039,1395333035063,1395333035823,1395333035959,1395333036111,1395333036183,1395333036255,1395333036463,1395333036615,1395333036799,1395333037023,1395333037295,1395333037407,1395333037831,1395333037999,1395333038071,1395333038119,1395333038431,1395333038743,1395333039135,1395333039287,1395333039423,1395333039567,1395333039655,1395333039767,1395333039855,1395333039951,1395333040159,1395333040223,1395333040287,1395333040439,1395333040543,1395333040687,1395333040831,1395333040959,1395333041063,1395333041143,1395333041231,1395333041319,1395333041391,1395333041511,1395333041575,1395333041671,1395333041751,1395333041863,1395333041919,1395333042151,1395333042231,1395333042335,1395333042423,1395333042503,1395333042607,1395333042679,1395333042783,1395333042847,1395333042943,1395333043207,1395333043279,1395333043439,1395333043719,1395333043903,1395333043975,1395333044119,1395333044247,1395333044383,1395333044511,1395333044607,1395333044711,1395333044831,1395333044887,1395333044991,1395333045087,1395333045207,1395333045255,1395333045383,1395333045839,1395333045903,1395333046055,1395333046119,1395333046255,1395333046335,1395333046439,1395333046519,1395333046615,1395333046863,1395333047023,1395333047159,1395333047231,1395333047471,1395333047559,1395333047623,1395333047743,1395333047791,1395333047911,1395333047991,1395333048159,1395333048247,1395333048407,1395333048535,1395333048639,1395333048719,1395333048847,1395333048871,1395333048975,1395333049071,1395333049143,1395333049215,1395333049431,1395333049663,1395333049919,1395333050079,1395333050175,1395333050415,1395333050495,1395333050719,1395333050911,1395333051279,1395333051431,1395333051535,1395333051599,1395333051767,1395333051863,1395333051991,1395333052079,1395333052175,1395333052367,1395333052647,1395333052895,1395333052951,1395333053191,1395333053263,1395333053391,1395333053647,1395333053767,1395333054063,1395333054271,1395333054335,1395333054415,1395333054519,1395333054631,1395333054983,1395333055071,1395333055183,1395333055263,1395333055399,1395333055495,1395333055551,1395333055623,1395333055663,1395333055799,1395333055815,1395333055951,1395333056063,1395333056151,1395333056239,1395333056375,1395333056463,1395333056495,1395333056575,1395333056711,1395333056807,1395333056999,1395333057087,1395333057175,1395333057295,1395333057351,1395333057447,1395333057551,1395333057639,1395333057711,1395333057871,1395333057999,1395333058111,1395333058271,1395333058415,1395333058535,1395333058615,1395333059071,1395333059255,1395333059367,1395333059463,1395333059527,1395333059639,1395333059783,1395333059871,1395333059983,1395333060015,1395333060479,1395333060727,1395333060807,1395333061615,1395333061991,1395333062063,1395333062199,1395333062271,1395333062423,1395333062527,1395333062711,1395333062823,1395333062943,1395333063167,1395333063391,1395333063543,1395333063679,1395333063831,1395333064007,1395333064135,1395333064254,1395333064335,1395333064463,1395333064551,1395333064615,1395333064767,1395333064879,1395333064951,1395333065055,1395333065159,1395333065231,1395333065303,1395333065407,1395333065487,1395333065583,1395333065655,1395333065775,1395333065871,1395333065999,1395333066063,1395333066127,1395333066351,1395333066543,1395333066863,1395333066983,1395333067127,1395333067247,1395333067431,1395333067567,1395333067735,1395333067999,1395333068359,1395333068551,1395333068695,1395333068783,1395333068935,1395333069031,1395333069103,1395333069119,1395333069287,1395333069367,1395333069463,1395333069599,1395333069831,1395333070455,1395333070495,1395333070567,1395333070631,1395333070727,1395333071191,1395333071271,1395333071351,1395333071463,1395333071991,1395333072159,1395333072247,1395333072311,1395333072375,1395333072535,1395333072607,1395333072775,1395333072855,1395333073359,
SilentLetter	Paragraph	4	A Border Collie is never happier than when doing something.  Such is their desire to please that they are willing to be trained to do most things, and they usually excel in the field chosen for them by their owner.  Although primarily a sheep dog, the Border Collie is not averse to turning his paw to anything that involves work or pleasure in any sphere.  Border Collies are the dogs to beat at obedience trials.  They relish working hard with their handlers, and seem to find little difficulty in adapting their sheep-working habits to obedience, which, on the face of it, appears to be a totally different set of skills.
SilentLetter	Responses	4	A Border Collie is never happier than when doing something. such is their desire to please that they are willing to be trained to do most things, and they usually excel in the field chosen for them by their owner. Although primarily a sheep dog., the Border Collie is not averse to turning his paw to anything that involves work or pleasur in any sphere. Border Collies are the dogs to beat atobedience trials. They relish working hard with their handlers, and seem to find little difficulty in adapting their sheep- working habits to obedience, which, on the face of it, appears to be a totally different set of skills.
SilentLetter	ReactionTimes	4	1395333100391,1395333100831,1395333101239,1395333101647,1395333101887,1395333102151,1395333102607,1395333102711,1395333103191,1395333103703,1395333104183,1395333104839,1395333105063,1395333105751,1395333106159,1395333106751,1395333107047,1395333107191,1395333107327,1395333108503,1395333108663,1395333109039,1395333109335,1395333109463,1395333109631,1395333110255,1395333110503,1395333110711,1395333110911,1395333111351,1395333111495,1395333111599,1395333111727,1395333112255,1395333112583,1395333112807,1395333113015,1395333113135,1395333113495,1395333113631,1395333113863,1395333114751,1395333114959,1395333115967,1395333116231,1395333116583,1395333116919,1395333117095,1395333117191,1395333117839,1395333118047,1395333118343,1395333118559,1395333118935,1395333119271,1395333119511,1395333119759,1395333120007,1395333120247,1395333120519,1395333120903,1395333121151,1395333121359,1395333121495,1395333121583,1395333122223,1395333122367,1395333122495,1395333122831,1395333122999,1395333123223,1395333124799,1395333125047,1395333125191,1395333125455,1395333126167,1395333126495,1395333126743,1395333127111,1395333127215,1395333127487,1395333128015,1395333128231,1395333128431,1395333128855,1395333129207,1395333129383,1395333129463,1395333129535,1395333129631,1395333130159,1395333131847,1395333132175,1395333132367,1395333132935,1395333133287,1395333133663,1395333134111,1395333134615,1395333134967,1395333135415,1395333135743,1395333136271,1395333136607,1395333136807,1395333137215,1395333137391,1395333137727,1395333138199,1395333138599,1395333138975,1395333139319,1395333139487,1395333139943,1395333140375,1395333140639,1395333140991,1395333141271,1395333141407,1395333141711,1395333142031,1395333142319,1395333142567,1395333142815,1395333143215,1395333143567,1395333143887,1395333144359,1395333144535,1395333145079,1395333145287,1395333145495,1395333145695,1395333146087,1395333146375,1395333146559,1395333146847,1395333146983,1395333147391,1395333147671,1395333147871,1395333148207,1395333148511,1395333148679,1395333149119,1395333149415,1395333149895,1395333150111,1395333150271,1395333150415,1395333150935,1395333151175,1395333151535,1395333151719,1395333152031,1395333152447,1395333152679,1395333152903,1395333154135,1395333154303,1395333154503,1395333155271,1395333155831,1395333156055,1395333156415,1395333156791,1395333157119,1395333157431,1395333157671,1395333158119,1395333158559,1395333159031,1395333159471,1395333159743,1395333160023,1395333160159,1395333160591,1395333160879,1395333161199,1395333161407,1395333161695,1395333161855,1395333162271,1395333162575,1395333162855,1395333163135,1395333163327,1395333163583,1395333163823,1395333164135,1395333164503,1395333164703,1395333164983,1395333165319,1395333165519,1395333165719,1395333165911,1395333166135,1395333166695,1395333166895,1395333167175,1395333167399,1395333167543,1395333167695,1395333167887,1395333168191,1395333168327,1395333168599,1395333168751,1395333168983,1395333169271,1395333169383,1395333169567,1395333169903,1395333170343,1395333170895,1395333171599,1395333172007,1395333172407,1395333172775,1395333173047,1395333173367,1395333173567,1395333173903,1395333174295,1395333174575,1395333174935,1395333175263,1395333175543,1395333175767,1395333176127,1395333176543,1395333176759,1395333177183,1395333177375,1395333177695,1395333177951,1395333178263,1395333178487,1395333178727,1395333179111,1395333179495,1395333179687,1395333179943,1395333180327,1395333182551,1395333182751,1395333184991,1395333185535,1395333185887,1395333186279,1395333186855,1395333187231,1395333187495,1395333187879,1395333188239,1395333188575,1395333188815,1395333189223,1395333189447,1395333189823,1395333190039,1395333190415,1395333190767,1395333191047,1395333191367,1395333191831,1395333192119,1395333192495,1395333192775,1395333192967,1395333193143,1395333193351,1395333193655,1395333194015,1395333195079,1395333195455,1395333195719,1395333195943,1395333196207,1395333196375,1395333196847,1395333197103,1395333197351,1395333197535,1395333197735,1395333197951,1395333198119,1395333198295,1395333198439,1395333198815,1395333198959,1395333199799,1395333199975,1395333200327,1395333200471,1395333200703,1395333200863,1395333201127,1395333201255,1395333201415,1395333201687,1395333201871,1395333202215,1395333202415,1395333202527,1395333202631,1395333202871,1395333203055,1395333203167,1395333203655,1395333203847,1395333204015,1395333204246,1395333204375,1395333204663,1395333204903,1395333205071,1395333205247,1395333205871,1395333206767,1395333206887,1395333207127,1395333207567,1395333207783,1395333207935,1395333208823,1395333209127,1395333209463,1395333210055,1395333210695,1395333210990,1395333211351,1395333211735,1395333212295,1395333212655,1395333212919,1395333213247,1395333213695,1395333214687,1395333214999,1395333215487,1395333215743,1395333216151,1395333216479,1395333216871,1395333217223,1395333217559,1395333217759,1395333218495,1395333218783,1395333219175,1395333219383,1395333219663,1395333220063,1395333220423,1395333220871,1395333221047,1395333221199,1395333221463,1395333221591,1395333221823,1395333222199,1395333222479,1395333222767,1395333222943,1395333223159,1395333223271,1395333223335,1395333223519,1395333223943,1395333224231,1395333224303,1395333224495,1395333224767,1395333224895,1395333225047,1395333225255,1395333225495,1395333225631,1395333225775,1395333225863,1395333225999,1395333226295,1395333226407,1395333226503,1395333226735,1395333226895,1395333227407,1395333227735,1395333227975,1395333228271,1395333228663,1395333229031,1395333229199,1395333229911,1395333230311,1395333230511,1395333231007,1395333231223,1395333231423,1395333231679,1395333231911,1395333232127,1395333232367,1395333232591,1395333232743,1395333232975,1395333233159,1395333233399,1395333233695,1395333233999,1395333234327,1395333234487,1395333234671,1395333235063,1395333235303,1395333235679,1395333235847,1395333236135,1395333236287,1395333236495,1395333236711,1395333237079,1395333237287,1395333238247,1395333238519,1395333238951,1395333239095,1395333239311,1395333239439,1395333239695,1395333239847,1395333240295,1395333240655,1395333241007,1395333241335,1395333241535,1395333241999,1395333242247,1395333242455,1395333242855,1395333243039,1395333243271,1395333243479,1395333243727,1395333243871,1395333244303,1395333244559,1395333244831,1395333245055,1395333245271,1395333245487,1395333245727,1395333245943,1395333246271,1395333246527,1395333246870,1395333247071,1395333247239,1395333247423,1395333247879,1395333248103,1395333248295,1395333248639,1395333248879,1395333249271,1395333249399,1395333249687,1395333250095,1395333250351,1395333250687,1395333250943,1395333251231,1395333251559,1395333252055,1395333252247,1395333252415,1395333252647,1395333252959,1395333253167,1395333253511,1395333253687,1395333253887,1395333254063,1395333254279,1395333254551,1395333254759,1395333255007,1395333255191,1395333255375,1395333255591,1395333255935,1395333256199,1395333256319,1395333256543,1395333256815,1395333257063,1395333257215,1395333257543,1395333257719,1395333257895,1395333258247,1395333258551,1395333259335,1395333259751,1395333259983,1395333260175,1395333260511,1395333260663,1395333261239,1395333261383,1395333261679,1395333261895,1395333262111,1395333263239,1395333263647,1395333263991,1395333264175,1395333264399,1395333264551,1395333264815,1395333265119,1395333265455,1395333265623,1395333265967,1395333266223,1395333266471,1395333266655,1395333266919,1395333267167,1395333267359,1395333267999,1395333268167,1395333268391,1395333268815,1395333269031,1395333269359,1395333269615,1395333269783,1395333269927,1395333270119,1395333270319,1395333270447,1395333270807,1395333271079,1395333271535,1395333271879,1395333272247,1395333273143,1395333273591,1395333273999,1395333274207,1395333274391,1395333274647,1395333274767,1395333275703,1395333275903,1395333276087,1395333276255,1395333276487,1395333276735,1395333276991,1395333277231,1395333277519,1395333277671,1395333278263,1395333278487,1395333278799,1395333279031,1395333279271,1395333279439,1395333279943,1395333280103,1395333280319,1395333280735,1395333281455,1395333281823,1395333281935,1395333282559,1395333283295,1395333283535,1395333283975,1395333284311,1395333284607,1395333284775,1395333285095,1395333285255,1395333285551,1395333285687,1395333285815,1395333285927,1395333286079,1395333286303,1395333286951,1395333287903,1395333288271,1395333288567,1395333288855,1395333289047,1395333289447,1395333289711,1395333289927,1395333290263,1395333290639,1395333290887,1395333291111,1395333291399,1395333291663,1395333292279,1395333292663,1395333293047,1395333293431,1395333293775,1395333294103,1395333294319,1395333294567,1395333294815,1395333295007,1395333295239,
