"iksis"	"letters"	"words"	"closest"	"accuracy"	"distance"	"propCorrect"	"suppression"	"subject"	"VoiceCondition"	"ChunkCondition"	"LetterPosition"	"LetterType"
"14449"	104	" "	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14450"	65	"s"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14451"	135	"t"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14452"	89	"a"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14453"	120	"r"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14454"	152	"t"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14455"	88	"e"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14456"	96	"d"	"started"	"started"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14457"	112	" "	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14458"	240	"r"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14459"	80	"e"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14460"	143	"c"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14461"	105	"o"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14462"	120	"r"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14463"	176	"d"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14464"	800	"i"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14465"	56	"n"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	8	"Middle"
"14466"	88	"g"	"recording"	"recording"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	9	"Middle"
"14467"	104	" "	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14468"	127	"w"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14469"	121	"i"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14470"	56	"n"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14471"	144	"n"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14472"	112	"e"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14473"	56	"r"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14474"	80	"s"	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14475"	120	"."	"winners."	"winners."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	8	"Middle"
"14476"	160	" "	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14477"	104	"W"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14478"	128	"p"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14479"	504	"r"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14480"	96	"k"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14481"	168	"i"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14482"	72	"n"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14483"	97	"g"	"Wprking"	"Working"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14484"	103	" "	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14485"	144	"t"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14486"	88	"h"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14487"	680	"r"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14488"	152	"i"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14489"	96	"a"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14490"	96	"l"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14491"	79	"s"	"thrials"	"trials"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14492"	121	" "	"are"	"are"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14493"	80	"a"	"are"	"are"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14494"	88	"r"	"are"	"are"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14495"	72	"e"	"are"	"are"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14496"	103	" "	"yet"	"yet"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14497"	1049	"y"	"yet"	"yet"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14498"	135	"e"	"yet"	"yet"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14499"	73	"t"	"yet"	"yet"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14500"	104	" "	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14501"	160	"t"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14502"	320	"a"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14503"	144	"n"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14504"	72	"o"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14505"	64	"t"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14506"	64	"h"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14507"	144	"e"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14508"	64	"r"	"tanother"	"another"	0	1	0.857142857142857	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	8	"Middle"
"14509"	72	" "	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14510"	136	"c"	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14511"	272	"a"	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14512"	247	"n"	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14513"	152	"i"	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14514"	57	"n"	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14515"	119	"e"	"canine"	"canine"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14516"	97	" "	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14517"	88	"s"	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14518"	160	"p"	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14519"	520	"e"	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14520"	208	"h"	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14521"	344	"r"	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14522"	112	"e"	"spehre"	"sphere"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14523"	208	" "	"where"	"where"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14524"	104	"w"	"where"	"where"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14525"	96	"h"	"where"	"where"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14526"	88	"e"	"where"	"where"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14527"	88	"r"	"where"	"where"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14528"	95	"e"	"where"	"where"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14529"	120	" "	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14530"	169	"B"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14531"	88	"o"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14532"	144	"r"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14533"	120	"e"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14534"	104	"d"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14535"	111	"e"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14536"	105	"r"	"Boreder"	"Border"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14537"	648	" "	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14538"	168	"C"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14539"	152	"o"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14540"	160	"l"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14541"	128	"l"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14542"	144	"i"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14543"	56	"e"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	6	"Middle"
"14544"	48	"s"	"Collies"	"Collies"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	7	"Middle"
"14545"	96	" "	"have"	"have"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14546"	88	"h"	"have"	"have"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14547"	32	"a"	"have"	"have"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14548"	72	"v"	"have"	"have"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14549"	80	"e"	"have"	"have"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14550"	120	" "	"bcome"	"become"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14551"	192	"b"	"bcome"	"become"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14552"	232	"c"	"bcome"	"become"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14553"	168	"o"	"bcome"	"become"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14554"	64	"m"	"bcome"	"become"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14555"	136	"e"	"bcome"	"become"	0	1	0.833333333333333	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14556"	88	" "	"the"	"the"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14557"	104	"t"	"the"	"the"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14558"	56	"h"	"the"	"the"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14559"	144	"e"	"the"	"the"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14560"	119	" "	"dog"	"dog"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14561"	113	"d"	"dog"	"dog"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14562"	120	"o"	"dog"	"dog"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14563"	120	"g"	"dog"	"dog"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14564"	104	" "	"to"	"to"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14565"	96	"t"	"to"	"to"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14566"	104	"o"	"to"	"to"	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14567"	112	" "	"beat."	"beat."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14568"	152	"b"	"beat."	"beat."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	1	"First"
"14569"	144	"e"	"beat."	"beat."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	2	"Middle"
"14570"	64	"a"	"beat."	"beat."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	3	"Middle"
"14571"	144	"t"	"beat."	"beat."	1	0	1	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	4	"Middle"
"14572"	128	"."	""	""	1	0	NA	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	5	"Middle"
"14573"	136	" "	""	""	1	0	NA	"TalkWord"	"p15c15.txt"	"Talk"	"Word"	0	"Space"
"14574"	200	"o"	"ordeer"	"Border"	0	2	0.666666666666667	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14575"	312	"r"	"ordeer"	"Border"	0	2	0.666666666666667	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14576"	208	"d"	"ordeer"	"Border"	0	2	0.666666666666667	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14577"	168	"e"	"ordeer"	"Border"	0	2	0.666666666666667	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14578"	128	"e"	"ordeer"	"Border"	0	2	0.666666666666667	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14579"	544	"r"	"ordeer"	"Border"	0	2	0.666666666666667	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	6	"Middle"
"14580"	368	" "	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14581"	392	"c"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14582"	320	"o"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14583"	192	"l"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14584"	295	"i"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14585"	145	"i"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14586"	1664	"e"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	6	"Middle"
"14587"	160	"s"	"coliies"	"Collies"	0	2	0.714285714285714	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	7	"Middle"
"14588"	104	" "	"have"	"have"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14589"	160	"h"	"have"	"have"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14590"	80	"a"	"have"	"have"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14591"	168	"v"	"have"	"have"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14592"	136	"e"	"have"	"have"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14593"	224	" "	"beome"	"become"	0	1	0.833333333333333	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14594"	392	"b"	"beome"	"become"	0	1	0.833333333333333	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14595"	80	"e"	"beome"	"become"	0	1	0.833333333333333	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14596"	352	"o"	"beome"	"become"	0	1	0.833333333333333	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14597"	960	"m"	"beome"	"become"	0	1	0.833333333333333	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14598"	152	"e"	"beome"	"become"	0	1	0.833333333333333	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14599"	1024	" "	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14600"	280	"t"	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14601"	152	"h"	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14602"	56	"e"	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14603"	120	" "	"chief"	"chief"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14604"	544	"c"	"chief"	"chief"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14605"	104	"h"	"chief"	"chief"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14606"	1024	"i"	"chief"	"chief"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14607"	128	"e"	"chief"	"chief"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14608"	168	"f"	"chief"	"chief"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14609"	191	" "	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14610"	601	"p"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14611"	160	"a"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14612"	248	"r"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14613"	304	"t"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14614"	200	"i"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14615"	240	"c"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	6	"Middle"
"14616"	376	"i"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	7	"Middle"
"14617"	511	"p"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	8	"Middle"
"14618"	153	"a"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	9	"Middle"
"14619"	136	"n"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	10	"Middle"
"14620"	184	"t"	"participant"	"participant"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	11	"Middle"
"14621"	176	" "	"in"	"in"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14622"	552	"i"	"in"	"in"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14623"	144	"n"	"in"	"in"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14624"	160	" "	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14625"	96	"t"	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14626"	80	"h"	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14627"	79	"e"	"the"	"the"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14628"	81	" "	"sport"	"sport"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14629"	176	"s"	"sport"	"sport"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14630"	96	"p"	"sport"	"sport"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14631"	168	"o"	"sport"	"sport"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14632"	136	"r"	"sport"	"sport"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14633"	216	"t"	"sport"	"sport"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14634"	368	" "	"of"	"of"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14635"	736	"o"	"of"	"of"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14636"	168	"f"	"of"	"of"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14637"	119	" "	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14638"	161	"a"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14639"	192	"g"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14640"	791	"i"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14641"	185	"l"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14642"	176	"i"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14643"	168	"t"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	6	"Middle"
"14644"	104	"y"	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	7	"Middle"
"14645"	904	"."	"agility."	"agility."	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	8	"Middle"
"14646"	184	" "	"Their"	"Their"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14647"	272	"T"	"Their"	"Their"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14648"	152	"h"	"Their"	"Their"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14649"	104	"e"	"Their"	"Their"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14650"	224	"i"	"Their"	"Their"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14651"	104	"r"	"Their"	"Their"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14652"	191	" "	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14653"	529	"n"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
"14654"	159	"a"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	2	"Middle"
"14655"	321	"t"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	3	"Middle"
"14656"	120	"u"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	4	"Middle"
"14657"	96	"r"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	5	"Middle"
"14658"	232	"a"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	6	"Middle"
"14659"	208	"l"	"natural"	"natural"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	7	"Middle"
"14660"	160	" "	"athleticism"	"athleticism"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	0	"Space"
"14661"	448	"a"	"athleticism"	"athleticism"	1	0	1	"SilentWord"	"p16c16.txt"	"Silent"	"Word"	1	"First"
