"iksis"	"letters"	"words"	"closest"	"accuracy"	"distance"	"propCorrect"	"suppression"	"subject"	"VoiceCondition"	"ChunkCondition"	"LetterPosition"	"LetterType"
"2732"	336	" "	"to"	"to"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2733"	1272	"t"	"to"	"to"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2734"	144	"o"	"to"	"to"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2735"	176	" "	"buyu"	"buy"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2736"	328	"b"	"buyu"	"buy"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2737"	232	"u"	"buyu"	"buy"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2738"	448	"y"	"buyu"	"buy"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2739"	8	"u"	"buyu"	"buy"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2740"	200	" "	"a"	"a"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2741"	1120	"a"	"a"	"a"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2742"	240	" "	"fully"	"fully"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2743"	224	"f"	"fully"	"fully"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2744"	280	"u"	"fully"	"fully"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2745"	296	"l"	"fully"	"fully"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2746"	144	"l"	"fully"	"fully"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2747"	480	"y"	"fully"	"fully"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2748"	400	" "	"or"	"or"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2749"	416	"o"	"or"	"or"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2750"	768	"r"	"or"	"or"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2751"	144	" "	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2752"	272	"p"	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2753"	160	"a"	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2754"	408	"r"	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2755"	232	"t"	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2756"	248	"l"	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2757"	432	"y"	"partly"	"partly"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2758"	192	" "	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2759"	992	"t"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2760"	192	"r"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2761"	400	"a"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2762"	256	"i"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2763"	240	"n"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2764"	296	"e"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2765"	208	"d"	"trained"	"trained"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	7	"Middle"
"2766"	152	" "	"dodg"	"dog"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2767"	280	"d"	"dodg"	"dog"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2768"	232	"o"	"dodg"	"dog"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2769"	176	"d"	"dodg"	"dog"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2770"	1080	"g"	"dodg"	"dog"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2771"	136	" "	""	""	1	0	NA	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2772"	2360	" "	"sas"	"as"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2773"	232	"s"	"sas"	"as"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2774"	944	"a"	"sas"	"as"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2775"	216	"s"	"sas"	"as"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2776"	128	" "	"some"	"some"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2777"	264	"s"	"some"	"some"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2778"	216	"o"	"some"	"some"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2779"	264	"m"	"some"	"some"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2780"	208	"e"	"some"	"some"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2781"	232	" "	""	""	1	0	NA	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2782"	1360	" "	"have"	"have"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2783"	392	"h"	"have"	"have"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2784"	48	"a"	"have"	"have"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2785"	312	"v"	"have"	"have"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2786"	184	"e"	"have"	"have"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2787"	152	" "	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2788"	592	"e"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2789"	616	"n"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2790"	408	"e"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2791"	112	"i"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2792"	352	"t"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2793"	104	"h"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2794"	120	"e"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	7	"Middle"
"2795"	136	"r"	"eneither"	"neither"	0	1	0.857142857142857	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	8	"Middle"
"2796"	376	" "	"thie"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2797"	984	"t"	"thie"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2798"	104	"h"	"thie"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2799"	336	"i"	"thie"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2800"	1472	"e"	"thie"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2801"	352	" "	"time"	"time"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2802"	392	"t"	"time"	"time"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2803"	96	"i"	"time"	"time"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2804"	224	"m"	"time"	"time"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2805"	168	"e"	"time"	"time"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2806"	360	" "	"nor"	"nor"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2807"	1384	"n"	"nor"	"nor"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2808"	152	"o"	"nor"	"nor"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2809"	432	"r"	"nor"	"nor"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2810"	152	" "	""	""	1	0	NA	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2811"	512	" "	"athe"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2812"	432	"a"	"athe"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2813"	992	"t"	"athe"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2814"	120	"h"	"athe"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2815"	128	"e"	"athe"	"the"	0	1	0.666666666666667	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2816"	192	" "	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2817"	248	"a"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2818"	384	"a"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2819"	264	"b"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2820"	432	"i"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2821"	328	"l"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2822"	488	"l"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2823"	288	"i"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	7	"Middle"
"2824"	808	"t"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	8	"Middle"
"2825"	144	"y"	"aabillity"	"ability"	0	2	0.714285714285714	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	9	"Middle"
"2826"	200	" "	""	""	1	0	NA	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2827"	2168	" "	"to"	"to"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2828"	616	"t"	"to"	"to"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2829"	136	"o"	"to"	"to"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2830"	192	" "	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2831"	376	"t"	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2832"	120	"e"	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2833"	304	"r"	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2834"	248	"a"	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2835"	232	"i"	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2836"	224	"n"	"terain"	"train"	0	1	0.8	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2837"	384	" "	"the"	"the"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2838"	1304	"t"	"the"	"the"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2839"	96	"h"	"the"	"the"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2840"	128	"e"	"the"	"the"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2841"	240	" "	"dogs"	"dogs"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2842"	288	"d"	"dogs"	"dogs"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2843"	184	"o"	"dogs"	"dogs"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2844"	1080	"g"	"dogs"	"dogs"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2845"	264	"s"	"dogs"	"dogs"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2846"	2376	" "	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2847"	384	"t"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2848"	128	"h"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2849"	208	"e"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2850"	408	"m"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2851"	312	"s"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2852"	248	"e"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2853"	768	"l"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	7	"Middle"
"2854"	304	"v"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	8	"Middle"
"2855"	208	"e"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	9	"Middle"
"2856"	232	"s"	"themselves"	"themselves."	0	1	0.909090909090909	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	10	"Middle"
"2857"	1112	" "	"it"	"it"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2858"	808	"i"	"it"	"it"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2859"	168	"t"	"it"	"it"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2860"	160	" "	"aalso"	"also"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2861"	240	"a"	"aalso"	"also"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2862"	464	"a"	"aalso"	"also"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2863"	184	"l"	"aalso"	"also"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2864"	568	"s"	"aalso"	"also"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2865"	112	"o"	"aalso"	"also"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2866"	600	" "	""	""	1	0	NA	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2867"	4769	" "	"means"	"means"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2868"	375	"m"	"means"	"means"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2869"	208	"e"	"means"	"means"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2870"	224	"a"	"means"	"means"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2871"	216	"n"	"means"	"means"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2872"	336	"s"	"means"	"means"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2873"	744	" "	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2874"	568	"t"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2875"	64	"h"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2876"	160	"a"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2877"	272	"t"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2878"	120	" "	"they"	"they"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2879"	296	"t"	"they"	"they"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2880"	24	"h"	"they"	"they"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2881"	240	"e"	"they"	"they"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2882"	312	"y"	"they"	"they"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2883"	368	" "	"do"	"do"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2884"	1136	"d"	"do"	"do"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2885"	176	"o"	"do"	"do"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2886"	216	" "	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2887"	304	"n"	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2888"	88	"o"	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2889"	288	"t"	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2890"	232	" "	"waste"	"waste"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2891"	1040	"w"	"waste"	"waste"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2892"	184	"a"	"waste"	"waste"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2893"	568	"s"	"waste"	"waste"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2894"	432	"t"	"waste"	"waste"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2895"	168	"e"	"waste"	"waste"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2896"	1232	" "	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2897"	776	"v"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2898"	176	"a"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2899"	408	"l"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2900"	496	"u"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2901"	128	"a"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2902"	496	"b"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	6	"Middle"
"2903"	232	"l"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	7	"Middle"
"2904"	368	"e"	"valuable"	"valuable"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	8	"Middle"
"2905"	208	" "	"tinme"	"time"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2906"	1488	"t"	"tinme"	"time"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2907"	112	"i"	"tinme"	"time"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2908"	240	"n"	"tinme"	"time"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2909"	544	"m"	"tinme"	"time"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2910"	392	"e"	"tinme"	"time"	0	1	0.75	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	5	"Middle"
"2911"	288	" "	"ion"	"in"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2912"	1088	"i"	"ion"	"in"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2913"	656	"o"	"ion"	"in"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2914"	240	"n"	"ion"	"in"	0	1	0.5	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2915"	184	" "	"a"	"a"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2916"	192	"a"	"a"	"a"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2917"	184	" "	"dog"	"dog"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2918"	832	"d"	"dog"	"dog"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2919"	120	"o"	"dog"	"dog"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2920"	344	"g"	"dog"	"dog"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2921"	168	" "	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2922"	1216	"t"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2923"	80	"h"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2924"	184	"a"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2925"	272	"t"	"that"	"that"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2926"	160	" "	"may"	"may"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2927"	480	"m"	"may"	"may"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2928"	144	"a"	"may"	"may"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2929"	384	"y"	"may"	"may"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2930"	232	" "	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2931"	1696	"n"	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2932"	144	"o"	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2933"	264	"t"	"not"	"not"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2934"	200	" "	"turn"	"turn"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2935"	440	"t"	"turn"	"turn"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
"2936"	144	"u"	"turn"	"turn"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	2	"Middle"
"2937"	736	"r"	"turn"	"turn"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	3	"Middle"
"2938"	392	"n"	"turn"	"turn"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	4	"Middle"
"2939"	216	" "	"out"	"out"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	0	"Space"
"2940"	1729	"o"	"out"	"out"	1	0	1	"TalkLetter"	"p11c11.txt"	"Talk"	"Letter"	1	"First"
